id,timestamp,symbol,last_price,bid_price,ask_price,volume,trade_time,msg_type
68,2025-01-21 14:35:03,QQQ,,525.12,100,18315917,,quote
69,2025-01-21 14:35:04,AAPL,221.4873,400,200,69122119,2025-01-21 20:35:03,quote
70,2025-01-21 14:35:04,SPY,602.4401,602.45,602.47,26544813,2025-01-21 20:35:03,quote
71,2025-01-21 14:35:04,SPY,602.445,602.44,602.45,26546342,2025-01-21 20:35:04,quote
72,2025-01-21 14:35:04,QQQ,525.12,525.1,525.11,18317678,2025-01-21 20:35:04,quote
73,2025-01-21 14:35:05,AAPL,221.47,221.46,221.48,69125665,2025-01-21 20:35:04,quote
74,2025-01-21 14:35:06,AAPL,500,300,,69126721,2025-01-21 20:35:05,quote
75,2025-01-21 14:35:06,SPY,602.43,602.41,602.44,26548275,2025-01-21 20:35:05,quote
76,2025-01-21 14:35:06,QQQ,525.09,525.09,2100,18320301,2025-01-21 20:35:05,quote
77,2025-01-21 14:35:06,AAPL,,,200,69127811,2025-01-21 20:35:06,quote
78,2025-01-21 14:35:07,SPY,,602.42,,26549185,,quote
79,2025-01-21 14:35:07,QQQ,,700,100,18320303,,quote
80,2025-01-21 14:35:07,SPY,602.41,602.41,1000,26549618,2025-01-21 20:35:07,quote
81,2025-01-21 14:35:07,QQQ,,400,2600,18320409,,quote
82,2025-01-21 14:35:08,AAPL,211,221.47,221.49,69132077,2025-01-21 20:35:07,quote
83,2025-01-21 14:35:08,QQQ,525.1074,900,700,18321176,2025-01-21 20:35:08,quote
84,2025-01-21 14:35:09,AAPL,221.4838,221.48,200,69132728,2025-01-21 20:35:08,quote
85,2025-01-21 14:35:09,SPY,602.434,900,602.43,26549952,2025-01-21 20:35:08,quote
86,2025-01-21 14:35:09,AAPL,221.485,500,100,69133844,2025-01-21 20:35:09,quote
87,2025-01-21 14:35:10,SPY,602.42,,900,26552953,2025-01-21 20:35:09,quote
88,2025-01-21 14:35:10,QQQ,525.09,525.08,525.1,18321773,2025-01-21 20:35:09,quote
89,2025-01-21 14:35:11,SPY,602.4299,,400,26553255,2025-01-21 20:35:10,quote
90,2025-01-21 14:35:11,AAPL,221.5,221.5,221.5,69135977,2025-01-21 20:35:10,quote
91,2025-01-21 14:35:11,QQQ,,525.09,300,18322136,2025-01-21 20:35:10,quote
92,2025-01-21 14:35:11,QQQ,,,,18322575,2025-01-21 20:35:11,quote
93,2025-01-21 14:35:11,AAPL,221.506,,221.51,69137051,2025-01-21 20:35:11,quote
94,2025-01-21 14:35:12,SPY,602.44,,602.44,26555610,2025-01-21 20:35:11,quote
95,2025-01-21 14:35:12,QQQ,,,,18322607,,quote
96,2025-01-21 14:35:12,AAPL,221.505,400,,69140459,2025-01-21 20:35:12,quote
97,2025-01-21 14:35:13,SPY,602.4201,4300,602.43,26557063,2025-01-21 20:35:12,quote
98,2025-01-21 14:35:13,AAPL,221.5109,221.51,221.52,69146367,2025-01-21 20:35:13,quote
99,2025-01-21 14:35:13,SPY,602.42,600,900,26557453,2025-01-21 20:35:13,quote
100,2025-01-21 14:35:14,QQQ,,525.08,700,18323065,2025-01-21 20:35:13,quote
101,2025-01-21 14:35:14,AAPL,221.5,221.5,221.51,69150071,2025-01-21 20:35:14,quote
102,2025-01-21 14:35:14,QQQ,,200,525.09,18323106,,quote
103,2025-01-21 14:35:15,SPY,,400,602.42,26557471,,quote
104,2025-01-21 14:35:15,AAPL,221.49,221.48,221.5,69152072,2025-01-21 20:35:15,quote
105,2025-01-21 14:35:16,AAPL,221.48,221.47,221.48,69155665,2025-01-21 20:35:16,quote
106,2025-01-21 14:35:17,QQQ,525.06,525.06,525.07,18326404,2025-01-21 20:35:16,quote
107,2025-01-21 14:35:17,SPY,602.4199,,1000,26559249,2025-01-21 20:35:16,quote
108,2025-01-21 14:35:17,AAPL,,500,221.49,69157424,2025-01-21 20:35:17,quote
109,2025-01-21 14:35:18,QQQ,,525.05,,18326423,,quote
110,2025-01-21 14:35:18,SPY,602.4151,500,,26559820,2025-01-21 20:35:17,quote
111,2025-01-21 14:35:18,AAPL,,400,300,69157869,,quote
112,2025-01-21 14:35:18,QQQ,,200,525.06,18327946,2025-01-21 20:35:18,quote
113,2025-01-21 14:35:19,SPY,602.41,1100,700,26561737,2025-01-21 20:35:18,quote
114,2025-01-21 14:35:19,AAPL,,,400,69158615,2025-01-21 20:35:19,quote
115,2025-01-21 14:35:20,QQQ,525.05,525.04,300,18329496,2025-01-21 20:35:19,quote
116,2025-01-21 14:35:20,SPY,602.4101,300,800,26562665,2025-01-21 20:35:19,quote
117,2025-01-21 14:35:20,AAPL,221.47,100,221.48,69161830,2025-01-21 20:35:20,quote
118,2025-01-21 14:35:20,SPY,602.43,602.42,602.43,26565256,2025-01-21 20:35:20,quote
119,2025-01-21 14:35:21,QQQ,525.06,525.05,2100,18331346,2025-01-21 20:35:20,quote
120,2025-01-21 14:35:21,AAPL,,300,100,69162131,2025-01-21 20:35:21,quote
121,2025-01-21 14:35:21,SPY,602.45,602.44,602.46,26566957,2025-01-21 20:35:21,quote
122,2025-01-21 14:35:22,QQQ,525.08,525.09,525.11,18334687,2025-01-21 20:35:21,quote
123,2025-01-21 14:35:22,QQQ,,525.1,,18334717,,quote
124,2025-01-21 14:35:22,AAPL,221.48,221.48,221.49,69165192,2025-01-21 20:35:22,quote
125,2025-01-21 14:35:23,SPY,602.46,602.45,602.47,26567819,,quote
126,2025-01-21 14:35:23,AAPL,221.5,221.5,221.51,69166802,2025-01-21 20:35:23,quote
127,2025-01-21 14:35:23,QQQ,,525.11,525.13,18335062,,quote
128,2025-01-21 14:35:24,SPY,602.47,,700,26568947,2025-01-21 20:35:23,quote
129,2025-01-21 14:35:24,AAPL,221.495,221.49,221.5,69171131,2025-01-21 20:35:24,quote
130,2025-01-21 14:35:25,QQQ,525.1269,525.1,525.11,18335289,2025-01-21 20:35:23,quote
131,2025-01-21 14:35:25,SPY,602.46,,602.46,26570262,2025-01-21 20:35:24,quote
132,2025-01-21 14:35:25,AAPL,,221.5,221.52,69171892,2025-01-21 20:35:25,quote
133,2025-01-21 14:35:25,SPY,602.4501,600,300,26570540,2025-01-21 20:35:25,quote
134,2025-01-21 14:35:26,QQQ,525.1,525.09,525.1,18335657,2025-01-21 20:35:25,quote
135,2025-01-21 14:35:26,QQQ,525.08,525.07,525.08,18337996,2025-01-21 20:35:26,quote
136,2025-01-21 14:37:21,SPY,602.25,602.24,602.26,26912513,2025-01-21 20:37:20,quote
137,2025-01-21 14:37:21,AAPL,221.4813,221.48,221.49,69554696,2025-01-21 20:37:21,quote
138,2025-01-21 14:37:22,QQQ,524.81,524.79,524.81,18476405,2025-01-21 20:37:21,quote
139,2025-01-21 14:37:22,AAPL,221.47,221.46,221.48,69556816,2025-01-21 20:37:22,quote
140,2025-01-21 14:37:22,SPY,602.245,500,602.25,26914464,2025-01-21 20:37:22,quote
141,2025-01-21 14:37:23,QQQ,524.79,524.78,524.8,18477110,2025-01-21 20:37:22,quote
142,2025-01-21 14:37:23,AAPL,221.44,221.43,221.45,69564331,2025-01-21 20:37:23,quote
143,2025-01-21 14:37:24,QQQ,524.73,524.7,524.72,18482536,2025-01-21 20:37:23,quote
144,2025-01-21 14:37:24,SPY,602.16,602.14,602.16,26921032,2025-01-21 20:37:23,quote
145,2025-01-21 14:37:24,QQQ,,524.71,524.73,18482846,2025-01-21 20:37:24,quote
146,2025-01-21 14:37:24,SPY,602.165,602.16,602.18,26922104,2025-01-21 20:37:24,quote
147,2025-01-21 14:37:25,AAPL,221.45,221.44,300,69564540,2025-01-21 20:37:24,quote
148,2025-01-21 14:37:25,AAPL,170,221.43,,69565352,2025-01-21 20:37:25,quote
149,2025-01-21 14:37:25,QQQ,524.77,524.75,524.77,18484866,2025-01-21 20:37:25,quote
150,2025-01-21 14:37:26,SPY,602.17,602.17,602.19,26922427,2025-01-21 20:37:25,quote
151,2025-01-21 14:37:26,AAPL,,221.44,200,69566659,2025-01-21 20:37:26,quote
152,2025-01-21 14:37:26,SPY,,602.16,1000,26922614,,quote
153,2025-01-21 14:37:28,QQQ,524.74,524.73,524.76,18485274,2025-01-21 20:37:26,quote
154,2025-01-21 14:37:28,SPY,,,,26922627,,quote
155,2025-01-21 14:37:28,AAPL,,221.45,221.46,69569562,2025-01-21 20:37:27,quote
156,2025-01-21 14:37:28,QQQ,,524.74,524.77,18485296,,quote
157,2025-01-21 14:37:28,AAPL,221.44,221.43,221.45,69572807,2025-01-21 20:37:28,quote
158,2025-01-21 14:37:28,QQQ,524.77,524.77,524.78,18485535,2025-01-21 20:37:27,quote
159,2025-01-21 14:37:29,SPY,602.205,602.19,602.22,26926908,2025-01-21 20:37:28,quote
160,2025-01-21 14:37:29,AAPL,221.435,1500,,69573685,2025-01-21 20:37:29,quote
161,2025-01-21 14:37:30,SPY,602.22,602.21,602.23,26928194,2025-01-21 20:37:29,quote
162,2025-01-21 14:37:30,QQQ,,524.78,524.8,18485801,2025-01-21 20:37:29,quote
163,2025-01-21 14:37:30,AAPL,221.45,221.45,221.46,69576950,2025-01-21 20:37:30,quote
164,2025-01-21 14:37:31,QQQ,524.7601,524.76,524.77,18486454,2025-01-21 20:37:30,quote
165,2025-01-21 14:37:31,SPY,,200,1500,26928498,2025-01-21 20:37:30,quote
166,2025-01-21 14:37:32,SPY,602.21,602.2,602.21,26928932,2025-01-21 20:37:31,quote
167,2025-01-21 14:37:32,AAPL,221.4547,200,,69577598,2025-01-21 20:37:31,quote
168,2025-01-21 14:37:32,QQQ,,524.75,524.76,18486605,,quote
169,2025-01-21 14:37:33,AAPL,221.46,1100,221.48,69582380,2025-01-21 20:37:32,quote
170,2025-01-21 14:37:33,QQQ,,524.77,524.78,18486733,,quote
171,2025-01-21 14:37:33,SPY,100,1400,602.22,26929123,2025-01-21 20:37:32,quote
172,2025-01-21 14:37:34,AAPL,221.465,400,400,69582554,2025-01-21 20:37:33,quote
173,2025-01-21 14:37:34,SPY,,1200,,26929378,,quote
174,2025-01-21 14:37:34,QQQ,,524.76,,18486813,,quote
175,2025-01-21 14:37:34,AAPL,221.46,1400,221.47,69583686,2025-01-21 20:37:34,quote
176,2025-01-21 14:37:34,SPY,,200,1100,26929469,,quote
177,2025-01-21 14:37:35,QQQ,524.76,524.75,524.76,18488347,2025-01-21 20:37:34,quote
178,2025-01-21 14:37:35,AAPL,221.44,221.43,221.45,69587027,2025-01-21 20:37:35,quote
179,2025-01-21 14:37:36,SPY,602.22,900,400,26930343,2025-01-21 20:37:35,quote
180,2025-01-21 14:37:36,QQQ,524.75,800,200,18488798,,quote
181,2025-01-21 14:37:36,SPY,602.21,200,900,26930590,,quote
182,2025-01-21 14:37:36,QQQ,524.76,524.74,1000,18490137,2025-01-21 20:37:36,quote
183,2025-01-21 14:37:37,AAPL,221.43,500,221.44,69589292,2025-01-21 20:37:36,quote
184,2025-01-21 14:37:37,QQQ,524.75,524.75,100,18490382,,quote
185,2025-01-21 14:37:37,SPY,602.22,602.21,200,26931290,2025-01-21 20:37:37,quote
186,2025-01-21 14:37:38,AAPL,221.445,221.44,221.45,69590368,2025-01-21 20:37:37,quote
187,2025-01-21 14:37:38,AAPL,221.4401,,,69592070,2025-01-21 20:37:38,quote
188,2025-01-21 14:37:39,SPY,602.2225,602.22,602.23,26932278,2025-01-21 20:37:38,quote
189,2025-01-21 14:37:39,QQQ,524.78,524.76,524.78,18490687,2025-01-21 20:37:37,quote
190,2025-01-21 14:37:39,AAPL,221.46,221.45,221.47,69594616,2025-01-21 20:37:39,quote
191,2025-01-21 14:37:39,QQQ,,524.78,524.8,18491588,2025-01-21 20:37:39,quote
192,2025-01-21 14:37:40,SPY,602.25,602.25,602.27,26933565,2025-01-21 20:37:39,quote
193,2025-01-21 14:37:40,SPY,602.23,602.27,602.29,26937473,2025-01-21 20:37:40,quote
194,2025-01-21 14:37:41,QQQ,,900,200,18491633,,quote
195,2025-01-21 14:37:41,QQQ,524.791,,,18491769,2025-01-21 20:37:40,quote
196,2025-01-21 14:37:41,SPY,602.285,602.28,100,26938938,2025-01-21 20:37:41,quote
197,2025-01-21 14:37:43,AAPL,,1200,,69595809,2025-01-21 20:37:41,quote
198,2025-01-21 14:37:43,AAPL,221.445,400,221.45,69596608,2025-01-21 20:37:42,quote
199,2025-01-21 14:37:43,QQQ,,700,1700,,,quote
200,2025-01-21 14:37:43,SPY,,602.27,400,26940408,,quote
201,2025-01-21 14:37:43,AAPL,,600,300,69599625,2025-01-21 20:37:43,quote
202,2025-01-21 14:37:43,QQQ,524.78,524.75,524.77,18492059,2025-01-21 20:37:42,quote
203,2025-01-21 14:37:44,SPY,602.255,602.24,602.27,26952922,2025-01-21 20:37:43,quote
204,2025-01-21 14:37:44,AAPL,,800,,69599829,2025-01-21 20:37:44,quote
205,2025-01-21 14:37:44,QQQ,524.75,524.73,524.75,18492680,2025-01-21 20:37:43,quote
206,2025-01-21 14:37:45,SPY,602.24,602.23,602.24,26955448,2025-01-21 20:37:44,quote
207,2025-01-21 14:37:45,QQQ,,1100,524.74,18492690,,quote
208,2025-01-21 14:37:45,SPY,602.235,,,26955897,2025-01-21 20:37:45,quote
209,2025-01-21 14:37:46,AAPL,221.4232,221.41,221.42,69605860,2025-01-21 20:37:45,quote
210,2025-01-21 14:37:46,SPY,,300,602.25,26955931,,quote
211,2025-01-21 14:37:47,AAPL,221.4101,400,600,69607828,2025-01-21 20:37:46,quote
212,2025-01-21 14:37:47,QQQ,524.74,1200,524.75,18493141,2025-01-21 20:37:45,quote
213,2025-01-21 14:37:47,AAPL,221.4,221.4,221.41,69610605,2025-01-21 20:37:47,quote
214,2025-01-21 14:37:48,SPY,602.27,602.25,602.28,26960561,2025-01-21 20:37:47,quote
215,2025-01-21 14:37:48,QQQ,524.76,524.76,524.78,18493623,2025-01-21 20:37:47,quote
216,2025-01-21 14:37:49,AAPL,150,221.38,221.4,69619815,2025-01-21 20:37:48,quote
217,2025-01-21 14:37:49,SPY,602.26,400,1400,26961178,,quote
218,2025-01-21 14:37:49,QQQ,,100,524.77,18493807,,quote
219,2025-01-21 14:37:49,QQQ,,900,524.78,18493900,,quote
220,2025-01-21 14:37:50,SPY,602.27,900,1300,26963032,2025-01-21 20:37:49,quote
221,2025-01-21 14:37:50,AAPL,221.35,221.34,221.36,69636319,2025-01-21 20:37:49,quote
222,2025-01-21 14:37:50,QQQ,,524.75,524.77,18494015,,quote
223,2025-01-21 14:37:51,SPY,100,,,26963161,2025-01-21 20:37:50,quote
224,2025-01-21 14:37:51,AAPL,221.345,300,221.35,69638779,2025-01-21 20:37:50,quote
225,2025-01-21 14:37:51,AAPL,1749,200,200,69643247,2025-01-21 20:37:51,quote
226,2025-01-21 14:44:22,AAPL,221.4786,221.47,221.48,70393517,2025-01-21 20:44:22,quote
227,2025-01-21 14:44:22,META,616.99,616.8,616.99,7570993,2025-01-21 20:44:21,quote
228,2025-01-21 14:44:22,MSTR,388.5122,388.27,388.82,21459710,2025-01-21 20:44:22,quote
229,2025-01-21 14:44:22,NFLX,868.21,868,868.44,5039126,2025-01-21 20:44:18,quote
230,2025-01-21 14:44:22,SPY,602.5699,602.56,602.57,27989891,2025-01-21 20:44:21,quote
231,2025-01-21 14:44:22,AMZN,230.81206,230.8,230.82,27705052,2025-01-21 20:44:21,quote
232,2025-01-21 14:44:22,GOOG,200.1501,200.15,200.16,11146322,2025-01-21 20:44:21,quote
233,2025-01-21 14:44:22,QQQ,524.8,524.77,524.8,18789263,2025-01-21 20:44:20,quote
234,2025-01-21 14:44:22,COIN,296.44,296.33,296.7,10795240,2025-01-21 20:44:21,quote
235,2025-01-21 14:44:22,NVDA,141.3,141.29,141.31,145128141,2025-01-21 20:44:22,quote
236,2025-01-21 14:44:22,GS,633.94,633.69,634.08,4280220,2025-01-21 20:44:21,quote
237,2025-01-21 14:44:23,TSLA,422.2405,422.23,422.3,76350336,2025-01-21 20:44:21,quote
238,2025-01-21 14:44:23,AAPL,221.475,,500,70394141,,quote
239,2025-01-21 14:44:23,NVDA,141.285,141.28,141.29,145129585,,quote
240,2025-01-21 14:44:23,QQQ,524.7899,200,900,18790019,2025-01-21 20:44:22,quote
241,2025-01-21 14:44:23,TSLA,422.23,422.16,422.25,76352301,2025-01-21 20:44:22,quote
242,2025-01-21 14:44:23,AMZN,230.825,230.81,200,27706175,2025-01-21 20:44:22,quote
243,2025-01-21 14:44:23,META,100,,,7571409,2025-01-21 20:44:22,quote
244,2025-01-21 14:44:24,SPY,602.57,,,27990393,2025-01-21 20:44:22,quote
245,2025-01-21 14:44:24,GS,,,,4280249,,quote
246,2025-01-21 14:44:24,GOOG,200.16,,,11146440,2025-01-21 20:44:22,quote
247,2025-01-21 14:44:24,MSTR,,388.28,388.74,21459851,,quote
248,2025-01-21 14:44:24,COIN,,,,10795302,,quote
249,2025-01-21 14:44:24,NFLX,,,,5039580,,quote
250,2025-01-21 14:44:24,AAPL,,,600,70394252,,quote
251,2025-01-21 14:44:24,META,617.07,,617.08,7574344,2025-01-21 20:44:23,quote
252,2025-01-21 14:44:24,QQQ,524.7901,100,524.79,18790132,2025-01-21 20:44:23,quote
253,2025-01-21 14:44:24,NFLX,868.264,,,5039727,2025-01-21 20:44:23,quote
254,2025-01-21 14:44:24,GOOG,,,1000,11146493,,quote
255,2025-01-21 14:44:24,AMZN,230.81,,,27706634,2025-01-21 20:44:23,quote
256,2025-01-21 14:44:24,TSLA,422.1602,,422.23,76355826,2025-01-21 20:44:23,quote
257,2025-01-21 14:44:24,COIN,296.36,296.16,296.66,10795825,2025-01-21 20:44:23,quote
258,2025-01-21 14:44:24,NVDA,141.29,2200,141.3,145132456,2025-01-21 20:44:24,quote
259,2025-01-21 14:44:24,GS,,,,4280274,,quote
260,2025-01-21 14:44:24,SPY,602.58,,602.58,27991842,2025-01-21 20:44:23,quote
261,2025-01-21 14:44:25,MSTR,388.4,388.29,388.94,21461500,2025-01-21 20:44:23,quote
262,2025-01-21 14:44:25,AAPL,,,400,70394548,,quote
263,2025-01-21 14:44:25,QQQ,524.8,524.8,524.82,18790877,2025-01-21 20:44:24,quote
264,2025-01-21 14:44:25,TSLA,422.125,422.04,422.21,76358171,2025-01-21 20:44:25,quote
265,2025-01-21 14:44:25,SPY,602.57,602.57,100,27992712,2025-01-21 20:44:24,quote
266,2025-01-21 14:44:25,MSTR,388.29,388.28,388.72,21462132,2025-01-21 20:44:24,quote
267,2025-01-21 14:44:25,COIN,296.445,296.19,296.7,10795977,2025-01-21 20:44:24,quote
268,2025-01-21 14:44:25,GS,634.06,633.75,,4281397,2025-01-21 20:44:24,quote
269,2025-01-21 14:44:25,META,616.945,616.84,,7574602,2025-01-21 20:44:24,quote
270,2025-01-21 14:44:25,NVDA,141.3,141.29,141.31,145134859,,quote
271,2025-01-21 14:44:26,NFLX,868.22,,,5041563,2025-01-21 20:44:24,quote
272,2025-01-21 14:44:26,AMZN,230.82,,230.84,27707778,2025-01-21 20:44:25,quote
273,2025-01-21 14:44:26,GOOG,,500,,11146530,,quote
274,2025-01-21 14:44:26,AAPL,221.4891,221.48,221.49,70397441,2025-01-21 20:44:25,quote
275,2025-01-21 14:44:26,SPY,602.5799,,,27993241,2025-01-21 20:44:26,quote
276,2025-01-21 14:44:26,QQQ,,900,100,18790878,,quote
277,2025-01-21 14:44:26,MSTR,388.566,,,21462687,2025-01-21 20:44:25,quote
278,2025-01-21 14:44:26,NVDA,,800,141.3,145136118,2025-01-21 20:44:25,quote
279,2025-01-21 14:44:26,COIN,,296.36,10000,10796026,,quote
280,2025-01-21 14:44:26,AMZN,230.81,,230.83,27708441,2025-01-21 20:44:26,quote
281,2025-01-21 14:44:26,GOOG,,400,,11146546,,quote
282,2025-01-21 14:44:26,META,617.07,616.8,,7574826,2025-01-21 20:44:25,quote
283,2025-01-21 14:44:26,GS,,,,4281402,,quote
284,2025-01-21 14:44:26,NFLX,,,,5041793,2025-01-21 20:44:25,quote
285,2025-01-21 14:44:27,TSLA,422.16,422.09,422.23,76360895,,quote
286,2025-01-21 14:44:27,TSLA,422.09,422.04,700,76365272,2025-01-21 20:44:26,quote
287,2025-01-21 14:44:27,AAPL,221.485,800,,70397657,2025-01-21 20:44:26,quote
288,2025-01-21 14:44:27,NVDA,141.285,141.28,141.29,145139242,2025-01-21 20:44:27,quote
289,2025-01-21 14:44:27,GOOG,200.155,,,11146820,2025-01-21 20:44:26,quote
290,2025-01-21 14:44:27,MSTR,388.26,388.23,388.5,21463282,2025-01-21 20:44:26,quote
291,2025-01-21 14:44:27,QQQ,,100,900,18790896,,quote
292,2025-01-21 14:44:27,AMZN,,,300,27708490,,quote
293,2025-01-21 14:44:28,SPY,602.57,,200,27993658,,quote
294,2025-01-21 14:44:28,NFLX,868.0001,,,5042046,2025-01-21 20:44:26,quote
295,2025-01-21 14:44:28,COIN,,,,10796047,,quote
296,2025-01-21 14:44:28,META,617.13,800,617.12,7575171,2025-01-21 20:44:26,quote
297,2025-01-21 14:44:28,AAPL,221.4837,600,,70399122,2025-01-21 20:44:27,quote
298,2025-01-21 14:44:28,AMZN,,,100,27708579,,quote
299,2025-01-21 14:44:28,MSTR,388.08,388.05,,21464548,2025-01-21 20:44:27,quote
300,2025-01-21 14:44:28,NVDA,141.2999,141.29,141.3,145142035,,quote
301,2025-01-21 14:44:28,SPY,,,,27993739,,quote
302,2025-01-21 14:44:28,QQQ,524.7801,524.78,524.81,18792068,2025-01-21 20:44:27,quote
303,2025-01-21 14:44:28,TSLA,422,422,422.19,76369279,2025-01-21 20:44:28,quote
304,2025-01-21 14:44:28,NFLX,868.24,,,5042149,2025-01-21 20:44:27,quote
305,2025-01-21 14:44:28,GS,,,,4281403,,quote
306,2025-01-21 14:44:29,META,617.1,300,,7575307,2025-01-21 20:44:27,quote
307,2025-01-21 14:44:29,COIN,,296.38,,,,quote
308,2025-01-21 14:44:29,COIN,296.54,,,10796247,2025-01-21 20:44:28,quote
309,2025-01-21 14:44:29,QQQ,,900,524.8,18792079,,quote
310,2025-01-21 14:44:29,NVDA,141.2941,141.28,,145142761,2025-01-21 20:44:29,quote
311,2025-01-21 14:44:29,NFLX,,,,5042402,,quote
312,2025-01-21 14:44:29,AMZN,230.85,230.83,230.85,27711442,2025-01-21 20:44:28,quote
313,2025-01-21 14:44:29,META,,,,7575362,,quote
314,2025-01-21 14:44:29,MSTR,388.11,388.02,388.41,21465032,2025-01-21 20:44:28,quote
315,2025-01-21 14:44:29,TSLA,422.095,,300,76370172,,quote
316,2025-01-21 14:44:29,SPY,602.58,,100,27995484,2025-01-21 20:44:29,quote
317,2025-01-21 14:44:29,GS,634.07,100,634.07,4281614,2025-01-21 20:44:28,quote
318,2025-01-21 14:44:30,AAPL,221.4804,1200,,70399911,2025-01-21 20:44:28,quote
319,2025-01-21 14:44:30,GOOG,,300,,11146920,2025-01-21 20:44:28,quote
320,2025-01-21 14:44:30,META,617.07,,,7575497,2025-01-21 20:44:29,quote
321,2025-01-21 14:44:30,QQQ,524.7501,524.75,524.77,18793325,2025-01-21 20:44:30,quote
322,2025-01-21 14:44:30,SPY,602.57,602.56,602.57,27996695,2025-01-21 20:44:30,quote
323,2025-01-21 14:44:30,TSLA,421.98,421.9,422,76375272,2025-01-21 20:44:30,quote
324,2025-01-21 14:44:30,AMZN,230.84,230.84,400,27712184,2025-01-21 20:44:29,quote
325,2025-01-21 14:44:30,MSTR,388.1806,,,21465328,2025-01-21 20:44:29,quote
326,2025-01-21 14:44:30,AAPL,221.48,400,700,70401234,2025-01-21 20:44:29,quote
327,2025-01-21 14:44:30,NFLX,868.19,,,5042541,2025-01-21 20:44:29,quote
328,2025-01-21 14:44:30,COIN,,200,11900,10796316,,quote
