timestamp,symbol,event,latency_ms,request_id,stage,exchange_time,broker_latency_ms,total_latency_ms
2025-01-21T20:02:42.685466Z,SPY,write,8.425984,REQ000071,write
2025-01-21T20:02:42.688451Z,SPY,total,11.410944,REQ000071,total
2025-01-21T20:02:42.693853Z,SPY,broker,16.8128,REQ000071,broker
2025-01-21T20:02:42.697639Z,QQQ,wire,0.238848,REQ000072,wire
2025-01-21T20:02:42.699691Z,QQQ,parse,2.290944,REQ000072,parse
2025-01-21T20:02:42.701850Z,QQQ,write,4.449792,REQ000072,write
2025-01-21T20:02:42.704290Z,QQQ,total,6.889728,REQ000072,total
2025-01-21T20:02:42.706833Z,QQQ,broker,9.432832,REQ000072,broker
2025-01-21T20:02:42.710533Z,QQQ,wire,0.196864,REQ000073,wire
2025-01-21T20:02:42.712334Z,QQQ,parse,1.997824,REQ000073,parse
2025-01-21T20:02:42.714215Z,QQQ,write,3.879168,REQ000073,write
2025-01-21T20:02:42.716241Z,QQQ,total,5.904896,REQ000073,total
2025-01-21T20:02:42.717951Z,QQQ,broker,7.614976,REQ000073,broker
2025-01-21T20:02:43.655825Z,SPY,wire,0.745984,REQ000074,wire
2025-01-21T20:02:43.660639Z,SPY,parse,5.560064,REQ000074,parse
2025-01-21T20:02:43.664090Z,SPY,write,9.010944,REQ000074,write
2025-01-21T20:02:43.665420Z,SPY,total,10.34112,REQ000074,total
2025-01-21T20:02:43.666601Z,SPY,broker,11.522048,REQ000074,broker
2025-01-21T20:02:43.669059Z,AAPL,wire,0.225024,REQ000075,wire
2025-01-21T20:02:43.670357Z,AAPL,parse,1.522944,REQ000075,parse
2025-01-21T20:02:43.671479Z,AAPL,write,2.644992,REQ000075,write
2025-01-21T20:02:43.672578Z,AAPL,total,3.744,REQ000075,total
2025-01-21T20:02:43.673670Z,AAPL,broker,4.836096,REQ000075,broker
2025-01-21T20:02:43.675656Z,SPY,wire,0.135168,REQ000076,wire
2025-01-21T20:02:43.678653Z,SPY,parse,3.131904,REQ000076,parse
2025-01-21T20:02:43.679750Z,SPY,write,4.228864,REQ000076,write
2025-01-21T20:02:43.680879Z,SPY,total,5.35808,REQ000076,total
2025-01-21T20:02:43.681948Z,SPY,broker,6.42688,REQ000076,broker
2025-01-21T20:02:44.655639Z,QQQ,wire,0.62208,REQ000077,wire
2025-01-21T20:02:44.660966Z,QQQ,parse,5.948928,REQ000077,parse
2025-01-21T20:02:44.664975Z,QQQ,write,9.957888,REQ000077,write
2025-01-21T20:02:44.667763Z,QQQ,total,12.745984,REQ000077,total
2025-01-21T20:02:44.670226Z,QQQ,broker,15.209216,REQ000077,broker
2025-01-21T20:02:44.675395Z,AAPL,wire,0.384256,REQ000078,wire
2025-01-21T20:02:44.678567Z,AAPL,parse,3.556096,REQ000078,parse
2025-01-21T20:02:44.681709Z,AAPL,write,6.69824,REQ000078,write
2025-01-21T20:02:44.685022Z,AAPL,total,10.011392,REQ000078,total
2025-01-21T20:02:44.687860Z,AAPL,broker,12.849152,REQ000078,broker
2025-01-21T20:02:44.696781Z,AAPL,wire,3.479808,REQ000079,wire
2025-01-21T20:02:44.702665Z,AAPL,parse,9.364224,REQ000079,parse
2025-01-21T20:02:44.705399Z,AAPL,write,12.098048,REQ000079,write
2025-01-21T20:02:44.707730Z,AAPL,total,14.429184,REQ000079,total
2025-01-21T20:02:44.709896Z,AAPL,broker,16.5952,REQ000079,broker
2025-01-21T20:02:45.660354Z,SPY,wire,1.115648,REQ000080,wire
2025-01-21T20:02:45.667462Z,SPY,parse,8.224,REQ000080,parse
2025-01-21T20:02:45.670513Z,SPY,write,11.274752,REQ000080,write
2025-01-21T20:02:45.676484Z,SPY,total,17.245952,REQ000080,total
2025-01-21T20:02:45.678322Z,SPY,broker,19.084032,REQ000080,broker
2025-01-21T20:02:45.681802Z,QQQ,wire,0.236032,REQ000081,wire
2025-01-21T20:02:45.683629Z,QQQ,parse,2.063104,REQ000081,parse
2025-01-21T20:02:45.685472Z,QQQ,write,3.906048,REQ000081,write
2025-01-21T20:02:45.687340Z,QQQ,total,5.77408,REQ000081,total
2025-01-21T20:02:45.689110Z,QQQ,broker,7.544064,REQ000081,broker
2025-01-21T20:02:45.692844Z,SPY,wire,0.263168,REQ000082,wire
2025-01-21T20:02:45.694801Z,SPY,parse,2.220288,REQ000082,parse
2025-01-21T20:02:45.696901Z,SPY,write,4.320256,REQ000082,write
2025-01-21T20:02:45.698898Z,SPY,total,6.317312,REQ000082,total
2025-01-21T20:02:45.700833Z,SPY,broker,8.25216,REQ000082,broker
2025-01-21T20:02:45.704471Z,QQQ,wire,0.229888,REQ000083,wire
2025-01-21T20:02:45.706426Z,QQQ,parse,2.184704,REQ000083,parse
2025-01-21T20:02:45.708556Z,QQQ,write,4.31488,REQ000083,write
2025-01-21T20:02:45.710369Z,QQQ,total,6.127872,REQ000083,total
2025-01-21T20:02:45.712120Z,QQQ,broker,7.878912,REQ000083,broker
2025-01-21T20:02:46.656167Z,AAPL,wire,0.688896,REQ000084,wire
2025-01-21T20:02:46.660535Z,AAPL,parse,5.057024,REQ000084,parse
2025-01-21T20:02:46.664087Z,AAPL,write,8.609024,REQ000084,write
2025-01-21T20:02:46.666628Z,AAPL,total,11.149824,REQ000084,total
2025-01-21T20:02:46.668911Z,AAPL,broker,13.433088,REQ000084,broker
2025-01-21T20:02:46.675678Z,QQQ,wire,0.330752,REQ000085,wire
2025-01-21T20:02:46.678775Z,QQQ,parse,3.42784,REQ000085,parse
2025-01-21T20:02:46.681475Z,QQQ,write,6.127616,REQ000085,write
2025-01-21T20:02:46.684449Z,QQQ,total,9.101824,REQ000085,total
2025-01-21T20:02:46.687286Z,QQQ,broker,11.938816,REQ000085,broker
2025-01-21T20:02:46.691774Z,AAPL,wire,0.280832,REQ000086,wire
2025-01-21T20:02:46.694303Z,AAPL,parse,2.809856,REQ000086,parse
2025-01-21T20:02:46.697074Z,AAPL,write,5.5808,REQ000086,write
2025-01-21T20:02:46.699090Z,AAPL,total,7.5968,REQ000086,total
2025-01-21T20:02:46.701042Z,AAPL,broker,9.5488,REQ000086,broker
2025-01-21T20:02:48.656033Z,SPY,wire,0.836096,REQ000087,wire
2025-01-21T20:02:48.660636Z,SPY,parse,5.438976,REQ000087,parse
2025-01-21T20:02:48.664156Z,SPY,write,8.958976,REQ000087,write
2025-01-21T20:02:48.666361Z,SPY,total,11.16416,REQ000087,total
2025-01-21T20:02:48.668250Z,SPY,broker,13.053184,REQ000087,broker
2025-01-21T20:02:48.671425Z,QQQ,wire,0.22912,REQ000088,wire
2025-01-21T20:02:48.673454Z,QQQ,parse,2.258176,REQ000088,parse
2025-01-21T20:02:48.675205Z,QQQ,write,4.009216,REQ000088,write
2025-01-21T20:02:48.676983Z,QQQ,total,5.787136,REQ000088,total
2025-01-21T20:02:48.678826Z,QQQ,broker,7.63008,REQ000088,broker
2025-01-21T20:02:48.682188Z,AAPL,wire,0.225024,REQ000089,wire
2025-01-21T20:02:48.684260Z,AAPL,parse,2.296832,REQ000089,parse
2025-01-21T20:02:48.688493Z,AAPL,write,6.530048,REQ000089,write
2025-01-21T20:02:48.690613Z,AAPL,total,8.649984,REQ000089,total
2025-01-21T20:02:48.692579Z,AAPL,broker,10.616064,REQ000089,broker
2025-01-21T20:02:48.696285Z,SPY,wire,0.195072,REQ000090,wire
2025-01-21T20:02:48.698239Z,SPY,parse,2.14912,REQ000090,parse
2025-01-21T20:02:48.700323Z,SPY,write,4.233216,REQ000090,write
2025-01-21T20:02:48.702315Z,SPY,total,6.225152,REQ000090,total
2025-01-21T20:02:48.704402Z,SPY,broker,8.312064,REQ000090,broker
2025-01-21T20:02:49.656397Z,AAPL,wire,0.518144,REQ000091,wire
2025-01-21T20:02:49.660578Z,AAPL,parse,4.699136,REQ000091,parse
2025-01-21T20:02:49.664127Z,AAPL,write,8.24832,REQ000091,write
2025-01-21T20:02:49.666560Z,AAPL,total,10.681088,REQ000091,total
2025-01-21T20:02:49.668812Z,AAPL,broker,12.93312,REQ000091,broker
2025-01-21T20:02:49.673263Z,SPY,wire,0.265984,REQ000092,wire
2025-01-21T20:02:49.675745Z,SPY,parse,2.747904,REQ000092,parse
2025-01-21T20:02:49.678336Z,SPY,write,5.33888,REQ000092,write
2025-01-21T20:02:49.681259Z,SPY,total,8.261888,REQ000092,total
2025-01-21T20:02:49.683949Z,SPY,broker,10.951936,REQ000092,broker
2025-01-21T20:02:49.688383Z,QQQ,wire,0.243968,REQ000093,wire
2025-01-21T20:02:49.690752Z,QQQ,parse,2.612992,REQ000093,parse
2025-01-21T20:02:49.693116Z,QQQ,write,4.976896,REQ000093,write
2025-01-21T20:02:49.695352Z,QQQ,total,7.213056,REQ000093,total
2025-01-21T20:02:49.699471Z,QQQ,broker,11.332096,REQ000093,broker
2025-01-21T20:02:49.703478Z,QQQ,wire,0.235008,REQ000094,wire
2025-01-21T20:02:49.705437Z,QQQ,parse,2.19392,REQ000094,parse
2025-01-21T20:02:49.707197Z,QQQ,write,3.95392,REQ000094,write
2025-01-21T20:02:49.708884Z,QQQ,total,5.64096,REQ000094,total
2025-01-21T20:02:49.710567Z,QQQ,broker,7.323904,REQ000094,broker
2025-01-21T20:02:49.713771Z,AAPL,wire,0.239872,REQ000095,wire
2025-01-21T20:02:49.715472Z,AAPL,parse,1.940736,REQ000095,parse
2025-01-21T20:02:49.717044Z,AAPL,write,3.513088,REQ000095,write
2025-01-21T20:02:49.718683Z,AAPL,total,5.151744,REQ000095,total
2025-01-21T20:02:49.720243Z,AAPL,broker,6.711808,REQ000095,broker
2025-01-21T20:02:50.657480Z,SPY,wire,1.234944,REQ000096,wire
2025-01-21T20:02:50.663784Z,SPY,parse,7.538944,REQ000096,parse
2025-01-21T20:02:50.669044Z,SPY,write,12.798976,REQ000096,write
2025-01-21T20:02:50.671086Z,SPY,total,14.841088,REQ000096,total
2025-01-21T20:02:50.672685Z,SPY,broker,16.439808,REQ000096,broker
2025-01-21T20:02:50.675602Z,QQQ,wire,0.202752,REQ000097,wire
2025-01-21T20:02:50.677252Z,QQQ,parse,1.852928,REQ000097,parse
2025-01-21T20:02:50.678833Z,QQQ,write,3.433728,REQ000097,write
2025-01-21T20:02:50.680360Z,QQQ,total,4.961024,REQ000097,total
2025-01-21T20:02:50.682306Z,QQQ,broker,6.90688,REQ000097,broker
2025-01-21T20:02:51.656062Z,AAPL,wire,0.844032,REQ000098,wire
2025-01-21T20:02:51.664442Z,AAPL,parse,9.224192,REQ000098,parse
2025-01-21T20:02:51.666670Z,AAPL,write,11.45216,REQ000098,write
2025-01-21T20:02:51.668622Z,AAPL,total,13.40416,REQ000098,total
2025-01-21T20:02:51.670798Z,AAPL,broker,15.58016,REQ000098,broker
2025-01-21T20:02:51.674150Z,SPY,wire,0.210944,REQ000099,wire
2025-01-21T20:02:51.675929Z,SPY,parse,1.990144,REQ000099,parse
2025-01-21T20:02:51.677682Z,SPY,write,3.742976,REQ000099,write
2025-01-21T20:02:51.679378Z,SPY,total,5.438976,REQ000099,total
2025-01-21T20:02:51.681086Z,SPY,broker,7.147008,REQ000099,broker
2025-01-21T20:02:51.683876Z,QQQ,wire,0.158976,REQ000100,wire
2025-01-21T20:02:51.685409Z,QQQ,parse,1.691904,REQ000100,parse
2025-01-21T20:02:51.686896Z,QQQ,write,3.179008,REQ000100,write
2025-01-21T20:02:51.688406Z,QQQ,total,4.688896,REQ000100,total
2025-01-21T20:02:51.689896Z,QQQ,broker,6.179072,REQ000100,broker
2025-01-21T20:02:52.659215Z,SPY,wire,0.793856,REQ000101,wire
2025-01-21T20:02:52.663910Z,SPY,parse,5.488896,REQ000101,parse
2025-01-21T20:02:52.668244Z,SPY,write,9.822976,REQ000101,write
2025-01-21T20:02:52.671674Z,SPY,total,13.25312,REQ000101,total
2025-01-21T20:02:52.675186Z,SPY,broker,16.764928,REQ000101,broker
2025-01-21T20:02:52.680682Z,AAPL,wire,0.331008,REQ000102,wire
2025-01-21T20:02:52.683431Z,AAPL,parse,3.079936,REQ000102,parse
2025-01-21T20:02:52.686030Z,AAPL,write,5.678848,REQ000102,write
2025-01-21T20:02:52.690834Z,AAPL,total,10.482944,REQ000102,total
2025-01-21T20:02:52.693099Z,AAPL,broker,12.748032,REQ000102,broker
2025-01-21T20:02:52.697094Z,QQQ,wire,0.265984,REQ000103,wire
2025-01-21T20:02:52.699194Z,QQQ,parse,2.365952,REQ000103,parse
2025-01-21T20:02:52.701104Z,QQQ,write,4.275968,REQ000103,write
2025-01-21T20:02:52.703043Z,QQQ,total,6.215168,REQ000103,total
2025-01-21T20:02:52.704980Z,QQQ,broker,8.152064,REQ000103,broker
2025-01-21T20:02:53.656122Z,AAPL,wire,0.580864,REQ000104,wire
2025-01-21T20:02:53.660447Z,AAPL,parse,4.905984,REQ000104,parse
2025-01-21T20:02:53.665015Z,AAPL,write,9.474048,REQ000104,write
2025-01-21T20:02:53.668911Z,AAPL,total,13.370112,REQ000104,total
2025-01-21T20:02:53.672313Z,AAPL,broker,16.772096,REQ000104,broker
2025-01-21T20:02:53.677476Z,SPY,wire,0.417024,REQ000105,wire
2025-01-21T20:02:53.680337Z,SPY,parse,3.27808,REQ000105,parse
2025-01-21T20:02:53.683182Z,SPY,write,6.123264,REQ000105,write
2025-01-21T20:02:53.685830Z,SPY,total,8.771328,REQ000105,total
2025-01-21T20:02:53.688017Z,SPY,broker,10.95808,REQ000105,broker
2025-01-21T20:02:53.692509Z,QQQ,wire,0.268032,REQ000106,wire
2025-01-21T20:02:53.694852Z,QQQ,parse,2.6112,REQ000106,parse
2025-01-21T20:02:53.696871Z,QQQ,write,4.630272,REQ000106,write
2025-01-21T20:02:53.698786Z,QQQ,total,6.545152,REQ000106,total
2025-01-21T20:02:53.700707Z,QQQ,broker,8.466176,REQ000106,broker
2025-01-21T20:02:53.706630Z,SPY,wire,0.20992,REQ000107,wire
2025-01-21T20:02:53.708398Z,SPY,parse,1.978112,REQ000107,parse
2025-01-21T20:02:53.710144Z,SPY,write,3.724032,REQ000107,write
2025-01-21T20:02:53.711844Z,SPY,total,5.423872,REQ000107,total
2025-01-21T20:02:53.713535Z,SPY,broker,7.115008,REQ000107,broker
2025-01-21T20:02:55.657336Z,AAPL,wire,0.576,REQ000108,wire
2025-01-21T20:02:55.661094Z,AAPL,parse,4.333824,REQ000108,parse
2025-01-21T20:02:55.664555Z,AAPL,write,7.794944,REQ000108,write
2025-01-21T20:02:55.666805Z,AAPL,total,10.044928,REQ000108,total
2025-01-21T20:02:55.668589Z,AAPL,broker,11.828992,REQ000108,broker
2025-01-21T20:02:55.672124Z,AAPL,wire,0.24576,REQ000109,wire
2025-01-21T20:02:55.673902Z,AAPL,parse,2.023936,REQ000109,parse
2025-01-21T20:02:55.676040Z,AAPL,write,4.161792,REQ000109,write
2025-01-21T20:02:55.678021Z,AAPL,total,6.14272,REQ000109,total
2025-01-21T20:02:55.680014Z,AAPL,broker,8.13568,REQ000109,broker
2025-01-21T20:02:55.683520Z,QQQ,wire,0.243968,REQ000110,wire
2025-01-21T20:02:55.685647Z,QQQ,parse,2.371072,REQ000110,parse
2025-01-21T20:02:55.687583Z,QQQ,write,4.306944,REQ000110,write
2025-01-21T20:02:55.689510Z,QQQ,total,6.234112,REQ000110,total
2025-01-21T20:02:55.691749Z,QQQ,broker,8.473088,REQ000110,broker
2025-01-21T20:02:55.697799Z,SPY,wire,0.242944,REQ000111,wire
2025-01-21T20:02:55.701986Z,SPY,parse,4.43008,REQ000111,parse
2025-01-21T20:02:55.704255Z,SPY,write,6.699264,REQ000111,write
2025-01-21T20:02:55.706905Z,SPY,total,9.348864,REQ000111,total
2025-01-21T20:02:55.709027Z,SPY,broker,11.471104,REQ000111,broker
2025-01-21T20:02:56.656282Z,AAPL,wire,0.893696,REQ000112,wire
2025-01-21T20:02:56.661291Z,AAPL,parse,5.902848,REQ000112,parse
2025-01-21T20:02:56.664750Z,AAPL,write,9.36192,REQ000112,write
2025-01-21T20:02:56.667261Z,AAPL,total,11.872768,REQ000112,total
2025-01-21T20:02:56.669517Z,AAPL,broker,14.128896,REQ000112,broker
2025-01-21T20:02:56.674154Z,QQQ,wire,0.31488,REQ000113,wire
2025-01-21T20:02:56.676667Z,QQQ,parse,2.827776,REQ000113,parse
2025-01-21T20:02:56.679071Z,QQQ,write,5.231872,REQ000113,write
2025-01-21T20:02:56.681654Z,QQQ,total,7.814912,REQ000113,total
2025-01-21T20:02:56.684274Z,QQQ,broker,10.434816,REQ000113,broker
2025-01-21T20:02:56.688824Z,SPY,wire,0.352,REQ000114,wire
2025-01-21T20:02:56.691344Z,SPY,parse,2.872064,REQ000114,parse
2025-01-21T20:02:56.693654Z,SPY,write,5.181952,REQ000114,write
2025-01-21T20:02:56.695954Z,SPY,total,7.482112,REQ000114,total
2025-01-21T20:02:56.697946Z,SPY,broker,9.474048,REQ000114,broker
2025-01-21T20:02:56.701803Z,QQQ,wire,0.267008,REQ000115,wire
2025-01-21T20:02:56.703784Z,QQQ,parse,2.247936,REQ000115,parse
2025-01-21T20:02:56.705792Z,QQQ,write,4.256,REQ000115,write
2025-01-21T20:02:56.709695Z,QQQ,total,8.158976,REQ000115,total
2025-01-21T20:02:56.711629Z,QQQ,broker,10.0928,REQ000115,broker
2025-01-21T20:02:56.714832Z,AAPL,wire,0.218112,REQ000116,wire
2025-01-21T20:02:56.716488Z,AAPL,parse,1.87392,REQ000116,parse
2025-01-21T20:02:56.718001Z,AAPL,write,3.38688,REQ000116,write
2025-01-21T20:02:56.719511Z,AAPL,total,4.897024,REQ000116,total
2025-01-21T20:02:56.721154Z,AAPL,broker,6.540032,REQ000116,broker
2025-01-21T20:02:57.656119Z,SPY,wire,0.755968,REQ000117,wire
2025-01-21T20:02:57.661723Z,SPY,parse,6.359808,REQ000117,parse
2025-01-21T20:02:57.665161Z,SPY,write,9.797888,REQ000117,write
2025-01-21T20:02:57.667427Z,SPY,total,12.064,REQ000117,total
2025-01-21T20:02:57.669618Z,SPY,broker,14.254848,REQ000117,broker
2025-01-21T20:02:57.673368Z,QQQ,wire,0.252928,REQ000118,wire
2025-01-21T20:02:57.675470Z,QQQ,parse,2.354944,REQ000118,parse
2025-01-21T20:02:57.677734Z,QQQ,write,4.618752,REQ000118,write
2025-01-21T20:02:57.679982Z,QQQ,total,6.866688,REQ000118,total
2025-01-21T20:02:57.682203Z,QQQ,broker,9.088,REQ000118,broker
2025-01-21T20:02:57.686337Z,SPY,wire,0.26496,REQ000119,wire
2025-01-21T20:02:57.688588Z,SPY,parse,2.515712,REQ000119,parse
2025-01-21T20:02:57.691062Z,SPY,write,4.989952,REQ000119,write
2025-01-21T20:02:57.693414Z,SPY,total,7.341824,REQ000119,total
2025-01-21T20:02:57.695721Z,SPY,broker,9.648896,REQ000119,broker
2025-01-21T20:02:58.655762Z,AAPL,wire,0.700928,REQ000120,wire
2025-01-21T20:02:58.660668Z,AAPL,parse,5.606912,REQ000120,parse
2025-01-21T20:02:58.664784Z,AAPL,write,9.72288,REQ000120,write
2025-01-21T20:02:58.668009Z,AAPL,total,12.947968,REQ000120,total
2025-01-21T20:02:58.670832Z,AAPL,broker,15.77088,REQ000120,broker
2025-01-21T20:02:58.676482Z,QQQ,wire,0.402944,REQ000121,wire
2025-01-21T20:02:58.679316Z,QQQ,parse,3.236864,REQ000121,parse
2025-01-21T20:02:58.681962Z,QQQ,write,5.88288,REQ000121,write
2025-01-21T20:02:58.684885Z,QQQ,total,8.805888,REQ000121,total
2025-01-21T20:02:58.687613Z,QQQ,broker,11.533824,REQ000121,broker
2025-01-21T20:02:58.692147Z,SPY,wire,0.333824,REQ000122,wire
2025-01-21T20:02:58.694575Z,SPY,parse,2.761984,REQ000122,parse
2025-01-21T20:02:58.696936Z,SPY,write,5.122816,REQ000122,write
2025-01-21T20:02:58.699117Z,SPY,total,7.303936,REQ000122,total
2025-01-21T20:02:58.701229Z,SPY,broker,9.415936,REQ000122,broker
2025-01-21T20:02:59.661587Z,AAPL,wire,0.8448,REQ000123,wire
2025-01-21T20:02:59.667373Z,AAPL,parse,6.630912,REQ000123,parse
2025-01-21T20:02:59.670963Z,AAPL,write,10.2208,REQ000123,write
2025-01-21T20:02:59.674407Z,AAPL,total,13.664768,REQ000123,total
2025-01-21T20:02:59.678140Z,AAPL,broker,17.39776,REQ000123,broker
2025-01-21T20:02:59.684005Z,QQQ,wire,0.333056,REQ000124,wire
2025-01-21T20:02:59.686886Z,QQQ,parse,3.21408,REQ000124,parse
2025-01-21T20:02:59.689911Z,QQQ,write,6.23872,REQ000124,write
2025-01-21T20:02:59.694709Z,QQQ,total,11.036928,REQ000124,total
2025-01-21T20:02:59.697109Z,QQQ,broker,13.436928,REQ000124,broker
2025-01-21T20:03:00.699728Z,AAPL,wire,36.807168,REQ000125,wire
2025-01-21T20:03:00.755884Z,AAPL,parse,92.963072,REQ000125,parse
2025-01-21T20:03:00.757469Z,AAPL,write,94.547968,REQ000125,write
2025-01-21T20:03:00.758808Z,AAPL,total,95.886848,REQ000125,total
2025-01-21T20:03:00.760649Z,AAPL,broker,97.728,REQ000125,broker
2025-01-21T20:03:00.764027Z,SPY,wire,0.460288,REQ000126,wire
2025-01-21T20:03:00.767154Z,SPY,parse,3.587072,REQ000126,parse
2025-01-21T20:03:00.770783Z,SPY,write,7.216128,REQ000126,write
2025-01-21T20:03:00.772354Z,SPY,total,8.786944,REQ000126,total
2025-01-21T20:03:00.773867Z,SPY,broker,10.30016,REQ000126,broker
2025-01-21T20:03:00.776173Z,SPY,wire,0.139008,REQ000127,wire
2025-01-21T20:03:00.777337Z,SPY,parse,1.30304,REQ000127,parse
2025-01-21T20:03:00.778538Z,SPY,write,2.503936,REQ000127,write
2025-01-21T20:03:00.779687Z,SPY,total,3.652864,REQ000127,total
2025-01-21T20:03:00.780905Z,SPY,broker,4.870912,REQ000127,broker
2025-01-21T20:03:01.654872Z,QQQ,wire,0.849152,REQ000128,wire
2025-01-21T20:03:01.659161Z,QQQ,parse,5.138176,REQ000128,parse
2025-01-21T20:03:01.663329Z,QQQ,write,9.305856,REQ000128,write
2025-01-21T20:03:01.666950Z,QQQ,total,12.926976,REQ000128,total
2025-01-21T20:03:01.670412Z,QQQ,broker,16.38912,REQ000128,broker
2025-01-21T20:03:01.678861Z,AAPL,wire,0.345856,REQ000129,wire
2025-01-21T20:03:01.682209Z,AAPL,parse,3.69408,REQ000129,parse
2025-01-21T20:03:01.685339Z,AAPL,write,6.823936,REQ000129,write
2025-01-21T20:03:01.688057Z,AAPL,total,9.541888,REQ000129,total
2025-01-21T20:03:01.690516Z,AAPL,broker,12.001024,REQ000129,broker
2025-01-21T20:03:01.695246Z,QQQ,wire,0.272128,REQ000130,wire
2025-01-21T20:03:01.697422Z,QQQ,parse,2.448128,REQ000130,parse
2025-01-21T20:03:01.700326Z,QQQ,write,5.351936,REQ000130,write
2025-01-21T20:03:01.702598Z,QQQ,total,7.624192,REQ000130,total
2025-01-21T20:03:01.704609Z,QQQ,broker,9.635072,REQ000130,broker
2025-01-21T20:03:01.708108Z,SPY,wire,0.308224,REQ000131,wire
2025-01-21T20:03:01.710014Z,SPY,parse,2.2144,REQ000131,parse
2025-01-21T20:03:01.711846Z,SPY,write,4.046336,REQ000131,write
2025-01-21T20:03:01.713811Z,SPY,total,6.011136,REQ000131,total
2025-01-21T20:03:01.715430Z,SPY,broker,7.630336,REQ000131,broker
2025-01-21T20:03:02.655303Z,AAPL,wire,0.58496,REQ000132,wire
2025-01-21T20:03:02.659712Z,AAPL,parse,4.994048,REQ000132,parse
2025-01-21T20:03:02.663603Z,AAPL,write,8.884992,REQ000132,write
2025-01-21T20:03:02.666297Z,AAPL,total,11.57888,REQ000132,total
2025-01-21T20:03:02.669094Z,AAPL,broker,14.376192,REQ000132,broker
2025-01-21T20:03:02.673428Z,QQQ,wire,0.20096,REQ000133,wire
2025-01-21T20:03:02.675349Z,QQQ,parse,2.121984,REQ000133,parse
2025-01-21T20:03:02.679823Z,QQQ,write,6.59584,REQ000133,write
2025-01-21T20:03:02.682725Z,QQQ,total,9.497856,REQ000133,total
2025-01-21T20:03:02.685095Z,QQQ,broker,11.86816,REQ000133,broker
2025-01-21T20:03:02.688565Z,SPY,wire,0.211968,REQ000134,wire
2025-01-21T20:03:02.690196Z,SPY,parse,1.842944,REQ000134,parse
2025-01-21T20:03:02.691885Z,SPY,write,3.532032,REQ000134,write
2025-01-21T20:03:02.693574Z,SPY,total,5.220864,REQ000134,total
2025-01-21T20:03:02.695141Z,SPY,broker,6.788096,REQ000134,broker
2025-01-21T20:03:03.656129Z,AAPL,wire,0.422912,REQ000135,wire
2025-01-21T20:03:03.658821Z,AAPL,parse,3.115264,REQ000135,parse
2025-01-21T20:03:03.661348Z,AAPL,write,5.64224,REQ000135,write
2025-01-21T20:03:03.663419Z,AAPL,total,7.71328,REQ000135,total
2025-01-21T20:03:03.665521Z,AAPL,broker,9.81504,REQ000135,broker
2025-01-21T20:03:03.669130Z,QQQ,wire,0.208896,REQ000136,wire
2025-01-21T20:03:03.671122Z,QQQ,parse,2.201088,REQ000136,parse
2025-01-21T20:03:03.672910Z,QQQ,write,3.988992,REQ000136,write
2025-01-21T20:03:03.674661Z,QQQ,total,5.739776,REQ000136,total
2025-01-21T20:03:03.676395Z,QQQ,broker,7.47392,REQ000136,broker
2025-01-21T20:03:04.655550Z,AAPL,wire,0.452096,REQ000137,wire
2025-01-21T20:03:04.657523Z,AAPL,parse,2.425088,REQ000137,parse
2025-01-21T20:03:04.659286Z,AAPL,write,4.18816,REQ000137,write
2025-01-21T20:03:04.662288Z,AAPL,total,7.190016,REQ000137,total
2025-01-21T20:03:04.665459Z,AAPL,broker,10.361088,REQ000137,broker
2025-01-21T20:03:04.671152Z,SPY,wire,0.315136,REQ000138,wire
2025-01-21T20:03:04.673613Z,SPY,parse,2.776064,REQ000138,parse
2025-01-21T20:03:04.675263Z,SPY,write,4.425984,REQ000138,write
2025-01-21T20:03:04.676659Z,SPY,total,5.822208,REQ000138,total
2025-01-21T20:03:04.678349Z,SPY,broker,7.512064,REQ000138,broker
2025-01-21T20:03:04.682930Z,SPY,wire,0.26112,REQ000139,wire
2025-01-21T20:03:04.684544Z,SPY,parse,1.8752,REQ000139,parse
2025-01-21T20:03:04.686020Z,SPY,write,3.35104,REQ000139,write
2025-01-21T20:03:04.689432Z,SPY,total,6.763008,REQ000139,total
2025-01-21T20:03:04.691026Z,SPY,broker,8.35712,REQ000139,broker
2025-01-21T20:03:04.693700Z,AAPL,wire,0.184064,REQ000140,wire
2025-01-21T20:03:04.695723Z,AAPL,parse,2.206976,REQ000140,parse
2025-01-21T20:03:04.697592Z,AAPL,write,4.076032,REQ000140,write
2025-01-21T20:03:04.698970Z,AAPL,total,5.45408,REQ000140,total
2025-01-21T20:03:04.700284Z,AAPL,broker,6.767872,REQ000140,broker
2025-01-21T20:03:05.659200Z,QQQ,wire,0.81408,REQ000141,wire
2025-01-21T20:03:05.664491Z,QQQ,parse,6.105088,REQ000141,parse
2025-01-21T20:03:05.668621Z,QQQ,write,10.235136,REQ000141,write
2025-01-21T20:03:05.671919Z,QQQ,total,13.533184,REQ000141,total
2025-01-21T20:03:05.675159Z,QQQ,broker,16.77312,REQ000141,broker
2025-01-21T20:03:05.680047Z,QQQ,wire,0.254208,REQ000142,wire
2025-01-21T20:03:05.682700Z,QQQ,parse,2.907136,REQ000142,parse
2025-01-21T20:03:05.687993Z,QQQ,write,8.200192,REQ000142,write
2025-01-21T20:03:05.690475Z,QQQ,total,10.682112,REQ000142,total
2025-01-21T20:03:05.692752Z,QQQ,broker,12.958976,REQ000142,broker
2025-01-21T20:03:05.696836Z,AAPL,wire,0.221952,REQ000143,wire
