timestamp,symbol,event,latency_ms,request_id,stage,exchange_time,broker_latency_ms,total_latency_ms
2025-01-21T20:03:05.698970Z,AAPL,parse,2.355968,REQ000143,parse
2025-01-21T20:03:05.701056Z,AAPL,write,4.441856,REQ000143,write
2025-01-21T20:03:05.703021Z,AAPL,total,6.406912,REQ000143,total
2025-01-21T20:03:05.705011Z,AAPL,broker,8.3968,REQ000143,broker
2025-01-21T20:03:07.656580Z,SPY,wire,0.355072,REQ000144,wire
2025-01-21T20:03:07.659309Z,SPY,parse,3.083776,REQ000144,parse
2025-01-21T20:03:07.661712Z,SPY,write,5.486848,REQ000144,write
2025-01-21T20:03:07.665135Z,SPY,total,8.909824,REQ000144,total
2025-01-21T20:03:07.668621Z,SPY,broker,12.396032,REQ000144,broker
2025-01-21T20:03:07.674874Z,QQQ,wire,0.32896,REQ000145,wire
2025-01-21T20:03:07.677921Z,QQQ,parse,3.375872,REQ000145,parse
2025-01-21T20:03:07.680692Z,QQQ,write,6.146816,REQ000145,write
2025-01-21T20:03:07.683387Z,QQQ,total,8.841984,REQ000145,total
2025-01-21T20:03:07.686083Z,QQQ,broker,11.53792,REQ000145,broker
2025-01-21T20:03:07.690482Z,SPY,wire,0.221952,REQ000146,wire
2025-01-21T20:03:07.692754Z,SPY,parse,2.493952,REQ000146,parse
2025-01-21T20:03:07.694977Z,SPY,write,4.717056,REQ000146,write
2025-01-21T20:03:07.697327Z,SPY,total,7.06688,REQ000146,total
2025-01-21T20:03:07.699467Z,SPY,broker,9.20704,REQ000146,broker
2025-01-21T20:03:07.705322Z,AAPL,wire,0.198912,REQ000147,wire
2025-01-21T20:03:07.707342Z,AAPL,parse,2.218752,REQ000147,parse
2025-01-21T20:03:07.709168Z,AAPL,write,4.0448,REQ000147,write
2025-01-21T20:03:07.710865Z,AAPL,total,5.741824,REQ000147,total
2025-01-21T20:03:07.712560Z,AAPL,broker,7.4368,REQ000147,broker
2025-01-21T20:03:07.715609Z,SPY,wire,0.169984,REQ000148,wire
2025-01-21T20:03:07.717378Z,SPY,parse,1.938688,REQ000148,parse
2025-01-21T20:03:07.719014Z,SPY,write,3.574784,REQ000148,write
2025-01-21T20:03:07.720552Z,SPY,total,5.112832,REQ000148,total
2025-01-21T20:03:07.722049Z,SPY,broker,6.60992,REQ000148,broker
2025-01-21T20:03:08.656638Z,AAPL,wire,1.092096,REQ000149,wire
2025-01-21T20:03:08.658703Z,AAPL,parse,3.157248,REQ000149,parse
2025-01-21T20:03:08.660168Z,AAPL,write,4.62208,REQ000149,write
2025-01-21T20:03:08.661941Z,AAPL,total,6.395136,REQ000149,total
2025-01-21T20:03:08.663636Z,AAPL,broker,8.090112,REQ000149,broker
2025-01-21T20:03:08.666559Z,QQQ,wire,0.168192,REQ000150,wire
2025-01-21T20:03:08.668166Z,QQQ,parse,1.775104,REQ000150,parse
2025-01-21T20:03:08.669753Z,QQQ,write,3.362304,REQ000150,write
2025-01-21T20:03:08.671616Z,QQQ,total,5.225216,REQ000150,total
2025-01-21T20:03:08.673188Z,QQQ,broker,6.797312,REQ000150,broker
2025-01-21T20:03:08.675926Z,QQQ,wire,0.143104,REQ000151,wire
2025-01-21T20:03:08.677531Z,QQQ,parse,1.747968,REQ000151,parse
2025-01-21T20:03:08.682755Z,QQQ,write,6.97216,REQ000151,write
2025-01-21T20:03:08.684708Z,QQQ,total,8.925184,REQ000151,total
2025-01-21T20:03:08.686423Z,QQQ,broker,10.640128,REQ000151,broker
2025-01-21T20:03:09.654977Z,AAPL,wire,0.301056,REQ000152,wire
2025-01-21T20:03:09.656948Z,AAPL,parse,2.272,REQ000152,parse
2025-01-21T20:03:09.659318Z,AAPL,write,4.642048,REQ000152,write
2025-01-21T20:03:09.661319Z,AAPL,total,6.642944,REQ000152,total
2025-01-21T20:03:09.662981Z,AAPL,broker,8.305152,REQ000152,broker
2025-01-21T20:03:09.668220Z,SPY,wire,2.2272,REQ000153,wire
2025-01-21T20:03:09.672176Z,SPY,parse,6.182912,REQ000153,parse
2025-01-21T20:03:09.674728Z,SPY,write,8.734976,REQ000153,write
2025-01-21T20:03:09.676710Z,SPY,total,10.716928,REQ000153,total
2025-01-21T20:03:09.678506Z,SPY,broker,12.513024,REQ000153,broker
2025-01-21T20:03:09.681769Z,SPY,wire,0.244992,REQ000154,wire
2025-01-21T20:03:09.683600Z,SPY,parse,2.075904,REQ000154,parse
2025-01-21T20:03:09.685670Z,SPY,write,4.14592,REQ000154,write
2025-01-21T20:03:09.687752Z,SPY,total,6.227968,REQ000154,total
2025-01-21T20:03:09.689695Z,SPY,broker,8.171008,REQ000154,broker
2025-01-21T20:03:09.693759Z,QQQ,wire,0.556032,REQ000155,wire
2025-01-21T20:03:09.696046Z,QQQ,parse,2.843136,REQ000155,parse
2025-01-21T20:03:09.698223Z,QQQ,write,5.02016,REQ000155,write
2025-01-21T20:03:09.701083Z,QQQ,total,7.879936,REQ000155,total
2025-01-21T20:03:09.705639Z,QQQ,broker,12.435968,REQ000155,broker
2025-01-21T20:03:10.656766Z,AAPL,wire,0.537856,REQ000156,wire
2025-01-21T20:03:10.660904Z,AAPL,parse,4.67584,REQ000156,parse
2025-01-21T20:03:10.665308Z,AAPL,write,9.079808,REQ000156,write
2025-01-21T20:03:10.668604Z,AAPL,total,12.375808,REQ000156,total
2025-01-21T20:03:10.671811Z,AAPL,broker,15.582976,REQ000156,broker
2025-01-21T20:03:10.676906Z,SPY,wire,0.26496,REQ000157,wire
2025-01-21T20:03:10.679925Z,SPY,parse,3.283968,REQ000157,parse
2025-01-21T20:03:10.682809Z,SPY,write,6.168064,REQ000157,write
2025-01-21T20:03:10.685521Z,SPY,total,8.879872,REQ000157,total
2025-01-21T20:03:10.687840Z,SPY,broker,11.198976,REQ000157,broker
2025-01-21T20:03:10.691819Z,QQQ,wire,0.211968,REQ000158,wire
2025-01-21T20:03:10.694097Z,QQQ,parse,2.490112,REQ000158,parse
2025-01-21T20:03:10.696238Z,QQQ,write,4.63104,REQ000158,write
2025-01-21T20:03:10.698500Z,QQQ,total,6.8928,REQ000158,total
2025-01-21T20:03:10.700671Z,QQQ,broker,9.063936,REQ000158,broker
2025-01-21T20:03:11.657715Z,AAPL,wire,1.122048,REQ000159,wire
2025-01-21T20:03:11.662472Z,AAPL,parse,5.878784,REQ000159,parse
2025-01-21T20:03:11.666226Z,AAPL,write,9.632768,REQ000159,write
2025-01-21T20:03:11.669388Z,AAPL,total,12.79488,REQ000159,total
2025-01-21T20:03:11.672827Z,AAPL,broker,16.233728,REQ000159,broker
2025-01-21T20:03:11.678128Z,QQQ,wire,0.269056,REQ000160,wire
2025-01-21T20:03:11.683628Z,QQQ,parse,5.76896,REQ000160,parse
2025-01-21T20:03:11.686818Z,QQQ,write,8.95872,REQ000160,write
2025-01-21T20:03:11.689246Z,QQQ,total,11.38688,REQ000160,total
2025-01-21T20:03:11.691518Z,QQQ,broker,13.65888,REQ000160,broker
2025-01-21T20:03:11.695725Z,SPY,wire,0.260096,REQ000161,wire
2025-01-21T20:03:11.697921Z,SPY,parse,2.456064,REQ000161,parse
2025-01-21T20:03:11.699898Z,SPY,write,4.433152,REQ000161,write
2025-01-21T20:03:11.702084Z,SPY,total,6.619136,REQ000161,total
2025-01-21T20:03:11.704127Z,SPY,broker,8.662016,REQ000161,broker
2025-01-21T20:03:12.654233Z,AAPL,wire,0.259072,REQ000162,wire
2025-01-21T20:03:12.656098Z,AAPL,parse,2.123776,REQ000162,parse
2025-01-21T20:03:12.658508Z,AAPL,write,4.534016,REQ000162,write
2025-01-21T20:03:12.659796Z,AAPL,total,5.821952,REQ000162,total
2025-01-21T20:03:12.661591Z,AAPL,broker,7.617024,REQ000162,broker
2025-01-21T20:03:12.664056Z,QQQ,wire,0.164096,REQ000163,wire
2025-01-21T20:03:12.666851Z,QQQ,parse,2.959104,REQ000163,parse
2025-01-21T20:03:12.669578Z,QQQ,write,5.686016,REQ000163,write
2025-01-21T20:03:12.671303Z,QQQ,total,7.410944,REQ000163,total
2025-01-21T20:03:12.672797Z,QQQ,broker,8.90496,REQ000163,broker
2025-01-21T20:03:12.677189Z,SPY,wire,0.219136,REQ000164,wire
2025-01-21T20:03:12.683022Z,SPY,parse,6.052096,REQ000164,parse
2025-01-21T20:03:12.686021Z,SPY,write,9.051136,REQ000164,write
2025-01-21T20:03:12.688874Z,SPY,total,11.904,REQ000164,total
2025-01-21T20:03:12.699052Z,SPY,broker,22.082048,REQ000164,broker
2025-01-21T20:03:13.657553Z,AAPL,wire,0.861696,REQ000165,wire
2025-01-21T20:03:13.662463Z,AAPL,parse,5.771776,REQ000165,parse
2025-01-21T20:03:13.665624Z,AAPL,write,8.932608,REQ000165,write
2025-01-21T20:03:13.668038Z,AAPL,total,11.346688,REQ000165,total
2025-01-21T20:03:13.670556Z,AAPL,broker,13.86496,REQ000165,broker
2025-01-21T20:03:13.676647Z,QQQ,wire,1.91488,REQ000166,wire
2025-01-21T20:03:13.680342Z,QQQ,parse,5.609984,REQ000166,parse
2025-01-21T20:03:13.683056Z,QQQ,write,8.324096,REQ000166,write
2025-01-21T20:03:13.686611Z,QQQ,total,11.878912,REQ000166,total
2025-01-21T20:03:13.689460Z,QQQ,broker,14.727936,REQ000166,broker
2025-01-21T20:03:13.694459Z,AAPL,wire,0.24704,REQ000167,wire
2025-01-21T20:03:13.697309Z,AAPL,parse,3.097088,REQ000167,parse
2025-01-21T20:03:13.699617Z,AAPL,write,5.405184,REQ000167,write
2025-01-21T20:03:13.702095Z,AAPL,total,7.883264,REQ000167,total
2025-01-21T20:03:13.704485Z,AAPL,broker,10.273024,REQ000167,broker
2025-01-21T20:03:14.658554Z,SPY,wire,1.07008,REQ000168,wire
2025-01-21T20:03:14.679516Z,SPY,parse,22.032128,REQ000168,parse
2025-01-21T20:03:14.704949Z,SPY,write,47.46496,REQ000168,write
2025-01-21T20:03:14.707268Z,SPY,total,49.784064,REQ000168,total
2025-01-21T20:03:14.710926Z,SPY,broker,53.442048,REQ000168,broker
2025-01-21T20:03:14.749427Z,QQQ,wire,0.278016,REQ000169,wire
2025-01-21T20:03:14.750985Z,QQQ,parse,1.835776,REQ000169,parse
2025-01-21T20:03:14.752797Z,QQQ,write,3.647744,REQ000169,write
2025-01-21T20:03:14.754198Z,QQQ,total,5.048832,REQ000169,total
2025-01-21T20:03:14.755502Z,QQQ,broker,6.352896,REQ000169,broker
2025-01-21T20:03:15.656160Z,AAPL,wire,0.655104,REQ000170,wire
2025-01-21T20:03:15.660659Z,AAPL,parse,5.154304,REQ000170,parse
2025-01-21T20:03:15.664136Z,AAPL,write,8.63104,REQ000170,write
2025-01-21T20:03:15.665459Z,AAPL,total,9.954048,REQ000170,total
2025-01-21T20:03:15.667102Z,AAPL,broker,11.597312,REQ000170,broker
2025-01-21T20:03:15.670563Z,SPY,wire,0.132096,REQ000171,wire
2025-01-21T20:03:15.671752Z,SPY,parse,1.32096,REQ000171,parse
2025-01-21T20:03:15.672879Z,SPY,write,2.448128,REQ000171,write
2025-01-21T20:03:15.674116Z,SPY,total,3.684864,REQ000171,total
2025-01-21T20:03:15.675616Z,SPY,broker,5.185024,REQ000171,broker
2025-01-21T20:03:15.678361Z,QQQ,wire,0.2368,REQ000172,wire
2025-01-21T20:03:15.679672Z,QQQ,parse,1.548032,REQ000172,parse
2025-01-21T20:03:15.680796Z,QQQ,write,2.671872,REQ000172,write
2025-01-21T20:03:15.681936Z,QQQ,total,3.812096,REQ000172,total
2025-01-21T20:03:15.683263Z,QQQ,broker,5.138944,REQ000172,broker
2025-01-21T20:03:16.665135Z,AAPL,wire,7.746816,REQ000173,wire
2025-01-21T20:03:16.673862Z,AAPL,parse,16.473856,REQ000173,parse
2025-01-21T20:03:16.677315Z,AAPL,write,19.92704,REQ000173,write
2025-01-21T20:03:16.684314Z,AAPL,total,26.92608,REQ000173,total
2025-01-21T20:03:16.687176Z,AAPL,broker,29.787904,REQ000173,broker
2025-01-21T20:03:16.693118Z,SPY,wire,0.49536,REQ000174,wire
2025-01-21T20:03:16.696478Z,SPY,parse,3.855104,REQ000174,parse
2025-01-21T20:03:16.698956Z,SPY,write,6.333184,REQ000174,write
2025-01-21T20:03:16.701314Z,SPY,total,8.6912,REQ000174,total
2025-01-21T20:03:16.703849Z,SPY,broker,11.226112,REQ000174,broker
2025-01-21T20:03:16.707927Z,QQQ,wire,0.230144,REQ000175,wire
2025-01-21T20:03:16.710592Z,QQQ,parse,2.895104,REQ000175,parse
2025-01-21T20:03:16.713281Z,QQQ,write,5.584128,REQ000175,write
2025-01-21T20:03:16.715540Z,QQQ,total,7.843072,REQ000175,total
2025-01-21T20:03:16.717589Z,QQQ,broker,9.892096,REQ000175,broker
2025-01-21T20:03:17.657944Z,AAPL,wire,0.805888,REQ000176,wire
2025-01-21T20:03:17.662278Z,AAPL,parse,5.139712,REQ000176,parse
2025-01-21T20:03:17.665254Z,AAPL,write,8.115968,REQ000176,write
2025-01-21T20:03:17.667357Z,AAPL,total,10.218752,REQ000176,total
2025-01-21T20:03:17.669451Z,AAPL,broker,12.312832,REQ000176,broker
2025-01-21T20:03:17.672911Z,SPY,wire,0.160768,REQ000177,wire
2025-01-21T20:03:17.674717Z,SPY,parse,1.966848,REQ000177,parse
2025-01-21T20:03:17.676478Z,SPY,write,3.727872,REQ000177,write
2025-01-21T20:03:17.678205Z,SPY,total,5.454848,REQ000177,total
2025-01-21T20:03:17.680198Z,SPY,broker,7.447808,REQ000177,broker
2025-01-21T20:03:17.685764Z,QQQ,wire,0.167168,REQ000178,wire
2025-01-21T20:03:17.687366Z,QQQ,parse,1.76896,REQ000178,parse
2025-01-21T20:03:17.688877Z,QQQ,write,3.280128,REQ000178,write
2025-01-21T20:03:17.690692Z,QQQ,total,5.094912,REQ000178,total
2025-01-21T20:03:17.692488Z,QQQ,broker,6.891008,REQ000178,broker
2025-01-21T20:03:17.695597Z,AAPL,wire,0.22912,REQ000179,wire
2025-01-21T20:03:17.697853Z,AAPL,parse,2.485248,REQ000179,parse
2025-01-21T20:03:17.699809Z,AAPL,write,4.441088,REQ000179,write
2025-01-21T20:03:17.701775Z,AAPL,total,6.407168,REQ000179,total
2025-01-21T20:03:17.703697Z,AAPL,broker,8.32896,REQ000179,broker
2025-01-21T20:03:18.655894Z,SPY,wire,0.834048,REQ000180,wire
2025-01-21T20:03:18.660793Z,SPY,parse,5.73312,REQ000180,parse
2025-01-21T20:03:18.665376Z,SPY,write,10.316032,REQ000180,write
2025-01-21T20:03:18.668796Z,SPY,total,13.736192,REQ000180,total
2025-01-21T20:03:18.671996Z,SPY,broker,16.936192,REQ000180,broker
2025-01-21T20:03:18.676900Z,QQQ,wire,0.234752,REQ000181,wire
2025-01-21T20:03:18.679586Z,QQQ,parse,2.92096,REQ000181,parse
2025-01-21T20:03:18.682183Z,QQQ,write,5.517824,REQ000181,write
2025-01-21T20:03:18.684757Z,QQQ,total,8.091904,REQ000181,total
2025-01-21T20:03:18.687154Z,QQQ,broker,10.489088,REQ000181,broker
2025-01-21T20:03:18.691108Z,SPY,wire,0.183296,REQ000182,wire
2025-01-21T20:03:18.693388Z,SPY,parse,2.463232,REQ000182,parse
2025-01-21T20:03:18.697901Z,SPY,write,6.976256,REQ000182,write
2025-01-21T20:03:18.699902Z,SPY,total,8.977152,REQ000182,total
2025-01-21T20:03:18.701827Z,SPY,broker,10.902272,REQ000182,broker
2025-01-21T20:03:20.658993Z,AAPL,wire,0.87296,REQ000183,wire
2025-01-21T20:03:20.664721Z,AAPL,parse,6.60096,REQ000183,parse
2025-01-21T20:03:20.668781Z,AAPL,write,10.66112,REQ000183,write
2025-01-21T20:03:20.672296Z,AAPL,total,14.176,REQ000183,total
2025-01-21T20:03:20.675672Z,AAPL,broker,17.552128,REQ000183,broker
2025-01-21T20:03:20.680572Z,AAPL,wire,0.242176,REQ000184,wire
2025-01-21T20:03:20.683257Z,AAPL,parse,2.927104,REQ000184,parse
2025-01-21T20:03:20.685964Z,AAPL,write,5.634048,REQ000184,write
2025-01-21T20:03:20.688584Z,AAPL,total,8.254208,REQ000184,total
2025-01-21T20:03:20.690892Z,AAPL,broker,10.562048,REQ000184,broker
2025-01-21T20:03:20.694958Z,QQQ,wire,0.212992,REQ000185,wire
2025-01-21T20:03:20.697297Z,QQQ,parse,2.552064,REQ000185,parse
2025-01-21T20:03:20.699462Z,QQQ,write,4.7168,REQ000185,write
2025-01-21T20:03:20.701565Z,QQQ,total,6.81984,REQ000185,total
2025-01-21T20:03:20.703566Z,QQQ,broker,8.820992,REQ000185,broker
2025-01-21T20:03:20.707196Z,SPY,wire,0.173056,REQ000186,wire
2025-01-21T20:03:20.709017Z,SPY,parse,1.99424,REQ000186,parse
2025-01-21T20:03:20.710777Z,SPY,write,3.75424,REQ000186,write
2025-01-21T20:03:20.712555Z,SPY,total,5.53216,REQ000186,total
2025-01-21T20:03:20.716985Z,SPY,broker,9.96224,REQ000186,broker
2025-01-21T20:03:20.719785Z,QQQ,wire,0.13696,REQ000187,wire
2025-01-21T20:03:20.721302Z,QQQ,parse,1.654016,REQ000187,parse
2025-01-21T20:03:20.722821Z,QQQ,write,3.17312,REQ000187,write
2025-01-21T20:03:20.724341Z,QQQ,total,4.692992,REQ000187,total
2025-01-21T20:03:20.725797Z,QQQ,broker,6.148864,REQ000187,broker
2025-01-21T20:03:21.658194Z,AAPL,wire,0.534272,REQ000188,wire
2025-01-21T20:03:21.660924Z,AAPL,parse,3.264,REQ000188,parse
2025-01-21T20:03:21.663049Z,AAPL,write,5.389056,REQ000188,write
2025-01-21T20:03:21.665455Z,AAPL,total,7.7952,REQ000188,total
2025-01-21T20:03:21.668311Z,AAPL,broker,10.651136,REQ000188,broker
2025-01-21T20:03:21.673176Z,SPY,wire,0.236032,REQ000189,wire
2025-01-21T20:03:21.676259Z,SPY,parse,3.31904,REQ000189,parse
2025-01-21T20:03:21.678675Z,SPY,write,5.734912,REQ000189,write
2025-01-21T20:03:21.681120Z,SPY,total,8.179968,REQ000189,total
2025-01-21T20:03:21.683523Z,SPY,broker,10.582784,REQ000189,broker
2025-01-21T20:03:21.687568Z,QQQ,wire,0.195072,REQ000190,wire
2025-01-21T20:03:21.689644Z,QQQ,parse,2.271232,REQ000190,parse
2025-01-21T20:03:21.692137Z,QQQ,write,4.76416,REQ000190,write
2025-01-21T20:03:21.694319Z,QQQ,total,6.946304,REQ000190,total
2025-01-21T20:03:21.696246Z,QQQ,broker,8.873216,REQ000190,broker
2025-01-21T20:03:21.704713Z,SPY,wire,0.267264,REQ000191,wire
2025-01-21T20:03:21.706757Z,SPY,parse,2.311168,REQ000191,parse
2025-01-21T20:03:21.708722Z,SPY,write,4.276224,REQ000191,write
2025-01-21T20:03:21.710369Z,SPY,total,5.923072,REQ000191,total
2025-01-21T20:03:21.711994Z,SPY,broker,7.547904,REQ000191,broker
2025-01-21T20:03:22.656831Z,AAPL,wire,0.68992,REQ000192,wire
2025-01-21T20:03:22.661322Z,AAPL,parse,5.181184,REQ000192,parse
2025-01-21T20:03:22.665209Z,AAPL,write,9.068032,REQ000192,write
2025-01-21T20:03:22.668680Z,AAPL,total,12.53888,REQ000192,total
2025-01-21T20:03:22.671466Z,AAPL,broker,15.325184,REQ000192,broker
2025-01-21T20:03:22.676327Z,SPY,wire,0.238848,REQ000193,wire
2025-01-21T20:03:22.678912Z,SPY,parse,2.823936,REQ000193,parse
2025-01-21T20:03:22.681719Z,SPY,write,5.630976,REQ000193,write
2025-01-21T20:03:22.684282Z,SPY,total,8.194048,REQ000193,total
2025-01-21T20:03:22.686562Z,SPY,broker,10.473984,REQ000193,broker
2025-01-21T20:03:22.690707Z,QQQ,wire,0.23296,REQ000194,wire
2025-01-21T20:03:22.692745Z,QQQ,parse,2.270976,REQ000194,parse
2025-01-21T20:03:22.694726Z,QQQ,write,4.251904,REQ000194,write
2025-01-21T20:03:22.696870Z,QQQ,total,6.39616,REQ000194,total
2025-01-21T20:03:22.698930Z,QQQ,broker,8.455936,REQ000194,broker
2025-01-21T20:03:23.655403Z,AAPL,wire,0.547072,REQ000195,wire
2025-01-21T20:03:23.659648Z,AAPL,parse,4.792064,REQ000195,parse
2025-01-21T20:03:23.665605Z,AAPL,write,10.749184,REQ000195,write
2025-01-21T20:03:23.667647Z,AAPL,total,12.79104,REQ000195,total
2025-01-21T20:03:23.669853Z,AAPL,broker,14.996992,REQ000195,broker
2025-01-21T20:03:23.674063Z,QQQ,wire,0.262912,REQ000196,wire
2025-01-21T20:03:23.676241Z,QQQ,parse,2.44096,REQ000196,parse
2025-01-21T20:03:23.678329Z,QQQ,write,4.529152,REQ000196,write
2025-01-21T20:03:23.680407Z,QQQ,total,6.607104,REQ000196,total
2025-01-21T20:03:23.682393Z,QQQ,broker,8.593152,REQ000196,broker
2025-01-21T20:03:23.685904Z,AAPL,wire,0.227072,REQ000197,wire
2025-01-21T20:03:23.687928Z,AAPL,parse,2.251008,REQ000197,parse
2025-01-21T20:03:23.690016Z,AAPL,write,4.338944,REQ000197,write
2025-01-21T20:03:23.691992Z,AAPL,total,6.315008,REQ000197,total
2025-01-21T20:03:23.694154Z,AAPL,broker,8.476928,REQ000197,broker
