symbol,received_time,trade_time,server_time,last,bid,ask,bid_size,ask_size,volume,type
,2025-01-11T01:08:36.090036Z,,2025-01-11T01:07:56Z,,,,,,,heartbeat
,2025-01-11T01:08:36.092203Z,,2025-01-11T01:08:01Z,,,,,,,heartbeat
,2025-01-11T01:08:36.094067Z,,2025-01-11T01:08:06Z,,,,,,,heartbeat
,2025-01-11T01:08:36.096059Z,,2025-01-11T01:08:10Z,,,,,,,heartbeat
,2025-01-11T01:08:36.097391Z,,2025-01-11T01:08:16Z,,,,,,,heartbeat
,2025-01-11T01:08:36.099225Z,,2025-01-11T01:08:21Z,,,,,,,heartbeat
,2025-01-11T01:08:36.100946Z,,2025-01-11T01:08:25Z,,,,,,,heartbeat
,2025-01-11T01:08:36.102113Z,,2025-01-11T01:08:31Z,,,,,,,heartbeat
,2025-01-11T01:09:21.051508Z,,2025-01-11T01:08:35Z,,,,,,,heartbeat
,2025-01-11T01:09:21.056085Z,,2025-01-11T01:08:41Z,,,,,,,heartbeat
,2025-01-11T01:09:21.058565Z,,2025-01-11T01:08:46Z,,,,,,,heartbeat
,2025-01-11T01:09:21.060441Z,,2025-01-11T01:08:51Z,,,,,,,heartbeat
,2025-01-11T01:09:21.062461Z,,2025-01-11T01:08:56Z,,,,,,,heartbeat
,2025-01-11T01:09:21.063863Z,,2025-01-11T01:09:01Z,,,,,,,heartbeat
,2025-01-11T01:09:21.065965Z,,2025-01-11T01:09:06Z,,,,,,,heartbeat
,2025-01-11T01:09:21.067885Z,,2025-01-11T01:09:11Z,,,,,,,heartbeat
,2025-01-11T01:09:21.069365Z,,2025-01-11T01:09:16Z,,,,,,,heartbeat
,2025-01-11T01:10:11.023241Z,,2025-01-11T01:09:21Z,,,,,,,heartbeat
,2025-01-11T01:10:11.027049Z,,2025-01-11T01:09:26Z,,,,,,,heartbeat
,2025-01-11T01:10:11.029237Z,,2025-01-11T01:09:31Z,,,,,,,heartbeat
,2025-01-11T01:10:11.031305Z,,2025-01-11T01:09:36Z,,,,,,,heartbeat
,2025-01-11T01:10:11.033729Z,,2025-01-11T01:09:41Z,,,,,,,heartbeat
,2025-01-11T01:10:11.035518Z,,2025-01-11T01:09:46Z,,,,,,,heartbeat
,2025-01-11T01:10:11.037688Z,,2025-01-11T01:09:51Z,,,,,,,heartbeat
,2025-01-11T01:10:11.039310Z,,2025-01-11T01:09:56Z,,,,,,,heartbeat
,2025-01-11T01:10:11.041045Z,,2025-01-11T01:10:01Z,,,,,,,heartbeat
,2025-01-11T01:10:11.042385Z,,2025-01-11T01:10:06Z,,,,,,,heartbeat
,2025-01-11T01:10:56.079603Z,,2025-01-11T01:10:11Z,,,,,,,heartbeat
,2025-01-11T01:10:56.083248Z,,2025-01-11T01:10:16Z,,,,,,,heartbeat
,2025-01-11T01:10:56.085121Z,,2025-01-11T01:10:21Z,,,,,,,heartbeat
,2025-01-11T01:10:56.087224Z,,2025-01-11T01:10:26Z,,,,,,,heartbeat
,2025-01-11T01:10:56.089292Z,,2025-01-11T01:10:31Z,,,,,,,heartbeat
,2025-01-11T01:10:56.091238Z,,2025-01-11T01:10:36Z,,,,,,,heartbeat
,2025-01-11T01:10:56.092693Z,,2025-01-11T01:10:41Z,,,,,,,heartbeat
,2025-01-11T01:10:56.094161Z,,2025-01-11T01:10:46Z,,,,,,,heartbeat
,2025-01-11T01:10:56.095858Z,,2025-01-11T01:10:51Z,,,,,,,heartbeat
,2025-01-11T01:11:45.990032Z,,2025-01-11T01:10:55Z,,,,,,,heartbeat
,2025-01-11T01:11:45.993709Z,,2025-01-11T01:11:01Z,,,,,,,heartbeat
,2025-01-11T01:11:45.995702Z,,2025-01-11T01:11:05Z,,,,,,,heartbeat
,2025-01-11T01:11:45.997719Z,,2025-01-11T01:11:10Z,,,,,,,heartbeat
,2025-01-11T01:11:45.999509Z,,2025-01-11T01:11:15Z,,,,,,,heartbeat
,2025-01-11T01:11:46.000855Z,,2025-01-11T01:11:21Z,,,,,,,heartbeat
,2025-01-11T01:11:46.002276Z,,2025-01-11T01:11:26Z,,,,,,,heartbeat
,2025-01-11T01:11:46.003480Z,,2025-01-11T01:11:30Z,,,,,,,heartbeat
,2025-01-11T01:11:46.004631Z,,2025-01-11T01:11:36Z,,,,,,,heartbeat
,2025-01-11T01:11:46.006687Z,,2025-01-11T01:11:41Z,,,,,,,heartbeat
,2025-01-11T01:12:31.107340Z,,2025-01-11T01:11:46Z,,,,,,,heartbeat
,2025-01-11T01:12:31.110898Z,,2025-01-11T01:11:50Z,,,,,,,heartbeat
,2025-01-11T01:12:31.113143Z,,2025-01-11T01:11:56Z,,,,,,,heartbeat
,2025-01-11T01:12:31.115716Z,,2025-01-11T01:12:00Z,,,,,,,heartbeat
,2025-01-11T01:12:31.117717Z,,2025-01-11T01:12:05Z,,,,,,,heartbeat
,2025-01-11T01:12:31.119167Z,,2025-01-11T01:12:10Z,,,,,,,heartbeat
,2025-01-11T01:12:31.120328Z,,2025-01-11T01:12:16Z,,,,,,,heartbeat
,2025-01-11T01:12:31.121361Z,,2025-01-11T01:12:21Z,,,,,,,heartbeat
,2025-01-11T01:12:31.122503Z,,2025-01-11T01:12:26Z,,,,,,,heartbeat
,2025-01-11T01:13:21.088328Z,,2025-01-11T01:12:31Z,,,,,,,heartbeat
,2025-01-11T01:13:21.092070Z,,2025-01-11T01:12:36Z,,,,,,,heartbeat
,2025-01-11T01:13:21.094047Z,,2025-01-11T01:12:41Z,,,,,,,heartbeat
,2025-01-11T01:13:21.096380Z,,2025-01-11T01:12:46Z,,,,,,,heartbeat
,2025-01-11T01:13:21.098465Z,,2025-01-11T01:12:51Z,,,,,,,heartbeat
,2025-01-11T01:13:21.100094Z,,2025-01-11T01:12:56Z,,,,,,,heartbeat
,2025-01-11T01:13:21.101746Z,,2025-01-11T01:13:01Z,,,,,,,heartbeat
,2025-01-11T01:13:21.103740Z,,2025-01-11T01:13:06Z,,,,,,,heartbeat
,2025-01-11T01:13:21.105199Z,,2025-01-11T01:13:11Z,,,,,,,heartbeat
,2025-01-11T01:13:21.106271Z,,2025-01-11T01:13:16Z,,,,,,,heartbeat
,2025-01-11T01:14:06.040592Z,,2025-01-11T01:13:21Z,,,,,,,heartbeat
,2025-01-11T01:14:06.043613Z,,2025-01-11T01:13:26Z,,,,,,,heartbeat
,2025-01-11T01:14:06.045492Z,,2025-01-11T01:13:31Z,,,,,,,heartbeat
,2025-01-11T01:14:06.048156Z,,2025-01-11T01:13:36Z,,,,,,,heartbeat
,2025-01-11T01:14:06.050499Z,,2025-01-11T01:13:41Z,,,,,,,heartbeat
,2025-01-11T01:14:06.052488Z,,2025-01-11T01:13:46Z,,,,,,,heartbeat
,2025-01-11T01:14:06.054566Z,,2025-01-11T01:13:51Z,,,,,,,heartbeat
,2025-01-11T01:14:06.056938Z,,2025-01-11T01:13:56Z,,,,,,,heartbeat
,2025-01-11T01:14:06.058773Z,,2025-01-11T01:14:01Z,,,,,,,heartbeat
,2025-01-11T01:14:55.998480Z,,2025-01-11T01:14:06Z,,,,,,,heartbeat
,2025-01-11T01:14:56.002073Z,,2025-01-11T01:14:11Z,,,,,,,heartbeat
,2025-01-11T01:14:56.003950Z,,2025-01-11T01:14:16Z,,,,,,,heartbeat
,2025-01-11T01:14:56.006155Z,,2025-01-11T01:14:21Z,,,,,,,heartbeat
,2025-01-11T01:14:56.008045Z,,2025-01-11T01:14:26Z,,,,,,,heartbeat
,2025-01-11T01:14:56.009675Z,,2025-01-11T01:14:30Z,,,,,,,heartbeat
,2025-01-11T01:14:56.010970Z,,2025-01-11T01:14:36Z,,,,,,,heartbeat
,2025-01-11T01:14:56.012509Z,,2025-01-11T01:14:40Z,,,,,,,heartbeat
,2025-01-11T01:14:56.014382Z,,2025-01-11T01:14:46Z,,,,,,,heartbeat
,2025-01-11T01:14:56.015621Z,,2025-01-11T01:14:51Z,,,,,,,heartbeat
,2025-01-11T01:15:41.069199Z,,2025-01-11T01:14:56Z,,,,,,,heartbeat
,2025-01-11T01:15:41.073703Z,,2025-01-11T01:15:01Z,,,,,,,heartbeat
,2025-01-11T01:15:41.076292Z,,2025-01-11T01:15:05Z,,,,,,,heartbeat
,2025-01-11T01:15:41.078872Z,,2025-01-11T01:15:11Z,,,,,,,heartbeat
,2025-01-11T01:15:41.081391Z,,2025-01-11T01:15:15Z,,,,,,,heartbeat
,2025-01-11T01:15:41.082828Z,,2025-01-11T01:15:21Z,,,,,,,heartbeat
,2025-01-11T01:15:41.084500Z,,2025-01-11T01:15:26Z,,,,,,,heartbeat
,2025-01-11T01:15:41.086079Z,,2025-01-11T01:15:30Z,,,,,,,heartbeat
,2025-01-11T01:15:41.087474Z,,2025-01-11T01:15:35Z,,,,,,,heartbeat
,2025-01-11T01:16:31.042056Z,,2025-01-11T01:15:41Z,,,,,,,heartbeat
,2025-01-11T01:16:31.045682Z,,2025-01-11T01:15:46Z,,,,,,,heartbeat
,2025-01-11T01:16:31.048012Z,,2025-01-11T01:15:50Z,,,,,,,heartbeat
,2025-01-11T01:16:31.049691Z,,2025-01-11T01:15:56Z,,,,,,,heartbeat
,2025-01-11T01:16:31.051005Z,,2025-01-11T01:16:01Z,,,,,,,heartbeat
,2025-01-11T01:16:31.052555Z,,2025-01-11T01:16:06Z,,,,,,,heartbeat
,2025-01-11T01:16:31.053843Z,,2025-01-11T01:16:11Z,,,,,,,heartbeat
,2025-01-11T01:16:31.056007Z,,2025-01-11T01:16:16Z,,,,,,,heartbeat
,2025-01-11T01:16:31.057825Z,,2025-01-11T01:16:21Z,,,,,,,heartbeat
,2025-01-11T01:16:31.059598Z,,2025-01-11T01:16:26Z,,,,,,,heartbeat
,2025-01-11T01:17:16.098607Z,,2025-01-11T01:16:31Z,,,,,,,heartbeat
,2025-01-11T01:17:16.102540Z,,2025-01-11T01:16:36Z,,,,,,,heartbeat
,2025-01-11T01:17:16.105041Z,,2025-01-11T01:16:41Z,,,,,,,heartbeat
,2025-01-11T01:17:16.107074Z,,2025-01-11T01:16:46Z,,,,,,,heartbeat
,2025-01-11T01:17:16.109031Z,,2025-01-11T01:16:51Z,,,,,,,heartbeat
,2025-01-11T01:17:16.110494Z,,2025-01-11T01:16:56Z,,,,,,,heartbeat
,2025-01-11T01:17:16.111859Z,,2025-01-11T01:17:01Z,,,,,,,heartbeat
,2025-01-11T01:17:16.113078Z,,2025-01-11T01:17:06Z,,,,,,,heartbeat
,2025-01-11T01:17:16.114988Z,,2025-01-11T01:17:11Z,,,,,,,heartbeat
,2025-01-11T01:18:06.069245Z,,2025-01-11T01:17:16Z,,,,,,,heartbeat
,2025-01-11T01:18:06.072765Z,,2025-01-11T01:17:21Z,,,,,,,heartbeat
,2025-01-11T01:18:06.075417Z,,2025-01-11T01:17:26Z,,,,,,,heartbeat
,2025-01-11T01:18:06.077802Z,,2025-01-11T01:17:31Z,,,,,,,heartbeat
,2025-01-11T01:18:06.080187Z,,2025-01-11T01:17:36Z,,,,,,,heartbeat
,2025-01-11T01:18:06.082611Z,,2025-01-11T01:17:41Z,,,,,,,heartbeat
,2025-01-11T01:18:06.084781Z,,2025-01-11T01:17:46Z,,,,,,,heartbeat
,2025-01-11T01:18:06.086983Z,,2025-01-11T01:17:51Z,,,,,,,heartbeat
,2025-01-11T01:18:06.088239Z,,2025-01-11T01:17:55Z,,,,,,,heartbeat
,2025-01-11T01:18:06.089656Z,,2025-01-11T01:18:01Z,,,,,,,heartbeat
,2025-01-11T01:18:51.127936Z,,2025-01-11T01:18:05Z,,,,,,,heartbeat
,2025-01-11T01:18:51.131638Z,,2025-01-11T01:18:10Z,,,,,,,heartbeat
,2025-01-11T01:18:51.134044Z,,2025-01-11T01:18:15Z,,,,,,,heartbeat
,2025-01-11T01:18:51.136471Z,,2025-01-11T01:18:21Z,,,,,,,heartbeat
,2025-01-11T01:18:51.138157Z,,2025-01-11T01:18:26Z,,,,,,,heartbeat
,2025-01-11T01:18:51.139779Z,,2025-01-11T01:18:30Z,,,,,,,heartbeat
,2025-01-11T01:18:51.140958Z,,2025-01-11T01:18:35Z,,,,,,,heartbeat
,2025-01-11T01:18:51.142030Z,,2025-01-11T01:18:40Z,,,,,,,heartbeat
,2025-01-11T01:18:51.143495Z,,2025-01-11T01:18:45Z,,,,,,,heartbeat
,2025-01-11T01:19:36.079652Z,,2025-01-11T01:18:51Z,,,,,,,heartbeat
,2025-01-11T01:19:36.083139Z,,2025-01-11T01:18:56Z,,,,,,,heartbeat
,2025-01-11T01:19:36.085202Z,,2025-01-11T01:19:01Z,,,,,,,heartbeat
,2025-01-11T01:19:36.087104Z,,2025-01-11T01:19:05Z,,,,,,,heartbeat
,2025-01-11T01:19:36.090031Z,,2025-01-11T01:19:10Z,,,,,,,heartbeat
,2025-01-11T01:19:36.092029Z,,2025-01-11T01:19:15Z,,,,,,,heartbeat
,2025-01-11T01:19:36.093813Z,,2025-01-11T01:19:20Z,,,,,,,heartbeat
,2025-01-11T01:19:36.095656Z,,2025-01-11T01:19:25Z,,,,,,,heartbeat
,2025-01-11T01:19:36.097299Z,,2025-01-11T01:19:31Z,,,,,,,heartbeat
,2025-01-11T01:20:26.004996Z,,2025-01-11T01:19:46Z,,,,,,,heartbeat
,2025-01-11T01:20:26.008669Z,,2025-01-11T01:19:51Z,,,,,,,heartbeat
,2025-01-11T01:20:26.011105Z,,2025-01-11T01:19:56Z,,,,,,,heartbeat
,2025-01-11T01:20:26.012916Z,,2025-01-11T01:20:01Z,,,,,,,heartbeat
,2025-01-11T01:20:26.014728Z,,2025-01-11T01:20:06Z,,,,,,,heartbeat
,2025-01-11T01:20:26.016150Z,,2025-01-11T01:20:11Z,,,,,,,heartbeat
,2025-01-11T01:20:26.017527Z,,2025-01-11T01:20:16Z,,,,,,,heartbeat
,2025-01-11T01:20:26.018686Z,,2025-01-11T01:20:21Z,,,,,,,heartbeat
,2025-01-11T01:21:11.110383Z,,2025-01-11T01:20:26Z,,,,,,,heartbeat
,2025-01-11T01:21:11.114119Z,,2025-01-11T01:20:31Z,,,,,,,heartbeat
,2025-01-11T01:21:11.116190Z,,2025-01-11T01:20:36Z,,,,,,,heartbeat
,2025-01-11T01:21:11.129882Z,,2025-01-11T01:20:41Z,,,,,,,heartbeat
,2025-01-11T01:21:11.131076Z,,2025-01-11T01:20:46Z,,,,,,,heartbeat
,2025-01-11T01:21:11.131984Z,,2025-01-11T01:20:51Z,,,,,,,heartbeat
,2025-01-11T01:21:11.132686Z,,2025-01-11T01:20:56Z,,,,,,,heartbeat
,2025-01-11T01:21:11.133382Z,,2025-01-11T01:21:01Z,,,,,,,heartbeat
,2025-01-11T01:21:11.134035Z,,2025-01-11T01:21:06Z,,,,,,,heartbeat
,2025-01-11T01:22:01.079889Z,,2025-01-11T01:21:11Z,,,,,,,heartbeat
,2025-01-11T01:22:01.083448Z,,2025-01-11T01:21:15Z,,,,,,,heartbeat
,2025-01-11T01:22:01.085503Z,,2025-01-11T01:21:20Z,,,,,,,heartbeat
,2025-01-11T01:22:01.087500Z,,2025-01-11T01:21:26Z,,,,,,,heartbeat
,2025-01-11T01:22:01.089457Z,,2025-01-11T01:21:31Z,,,,,,,heartbeat
,2025-01-11T01:22:01.091081Z,,2025-01-11T01:21:36Z,,,,,,,heartbeat
,2025-01-11T01:22:01.092435Z,,2025-01-11T01:21:41Z,,,,,,,heartbeat
,2025-01-11T01:22:01.094231Z,,2025-01-11T01:21:45Z,,,,,,,heartbeat
,2025-01-11T01:22:01.096003Z,,2025-01-11T01:21:51Z,,,,,,,heartbeat
,2025-01-11T01:22:01.097737Z,,2025-01-11T01:21:56Z,,,,,,,heartbeat
,2025-01-11T01:22:46.033922Z,,2025-01-11T01:22:00Z,,,,,,,heartbeat
,2025-01-11T01:22:46.037581Z,,2025-01-11T01:22:05Z,,,,,,,heartbeat
,2025-01-11T01:22:46.039908Z,,2025-01-11T01:22:10Z,,,,,,,heartbeat
,2025-01-11T01:22:46.041928Z,,2025-01-11T01:22:16Z,,,,,,,heartbeat
,2025-01-11T01:22:46.044181Z,,2025-01-11T01:22:20Z,,,,,,,heartbeat
,2025-01-11T01:22:46.046114Z,,2025-01-11T01:22:25Z,,,,,,,heartbeat
,2025-01-11T01:22:46.048177Z,,2025-01-11T01:22:30Z,,,,,,,heartbeat
,2025-01-11T01:22:46.049822Z,,2025-01-11T01:22:36Z,,,,,,,heartbeat
,2025-01-11T01:22:46.051062Z,,2025-01-11T01:22:41Z,,,,,,,heartbeat
,2025-01-11T01:23:36.108121Z,,2025-01-11T01:22:45Z,,,,,,,heartbeat
,2025-01-11T01:23:36.111783Z,,2025-01-11T01:22:50Z,,,,,,,heartbeat
,2025-01-11T01:23:36.114100Z,,2025-01-11T01:22:55Z,,,,,,,heartbeat
,2025-01-11T01:23:36.116269Z,,2025-01-11T01:23:01Z,,,,,,,heartbeat
,2025-01-11T01:23:36.118053Z,,2025-01-11T01:23:06Z,,,,,,,heartbeat
,2025-01-11T01:23:36.119390Z,,2025-01-11T01:23:11Z,,,,,,,heartbeat
,2025-01-11T01:23:36.120867Z,,2025-01-11T01:23:16Z,,,,,,,heartbeat
,2025-01-11T01:23:36.123615Z,,2025-01-11T01:23:21Z,,,,,,,heartbeat
,2025-01-11T01:23:36.125258Z,,2025-01-11T01:23:26Z,,,,,,,heartbeat
,2025-01-11T01:23:36.126487Z,,2025-01-11T01:23:31Z,,,,,,,heartbeat
,2025-01-11T01:24:21.005722Z,,2025-01-11T01:23:36Z,,,,,,,heartbeat
,2025-01-11T01:24:21.009160Z,,2025-01-11T01:23:41Z,,,,,,,heartbeat
,2025-01-11T01:24:21.010987Z,,2025-01-11T01:23:46Z,,,,,,,heartbeat
,2025-01-11T01:24:21.013139Z,,2025-01-11T01:23:51Z,,,,,,,heartbeat
,2025-01-11T01:24:21.015219Z,,2025-01-11T01:23:56Z,,,,,,,heartbeat
,2025-01-11T01:24:21.017425Z,,2025-01-11T01:24:01Z,,,,,,,heartbeat
,2025-01-11T01:24:21.019306Z,,2025-01-11T01:24:06Z,,,,,,,heartbeat
,2025-01-11T01:24:21.021754Z,,2025-01-11T01:24:11Z,,,,,,,heartbeat
,2025-01-11T01:24:21.023702Z,,2025-01-11T01:24:16Z,,,,,,,heartbeat
,2025-01-11T01:25:11.002604Z,,2025-01-11T01:24:21Z,,,,,,,heartbeat
,2025-01-11T01:25:11.007056Z,,2025-01-11T01:24:26Z,,,,,,,heartbeat
,2025-01-11T01:25:11.009486Z,,2025-01-11T01:24:31Z,,,,,,,heartbeat
,2025-01-11T01:25:11.011975Z,,2025-01-11T01:24:36Z,,,,,,,heartbeat
,2025-01-11T01:25:11.014695Z,,2025-01-11T01:24:41Z,,,,,,,heartbeat
,2025-01-11T01:25:11.016258Z,,2025-01-11T01:24:45Z,,,,,,,heartbeat
,2025-01-11T01:25:11.017628Z,,2025-01-11T01:24:51Z,,,,,,,heartbeat
,2025-01-11T01:25:11.020755Z,,2025-01-11T01:24:56Z,,,,,,,heartbeat
,2025-01-11T01:25:11.021950Z,,2025-01-11T01:25:00Z,,,,,,,heartbeat
,2025-01-11T01:25:11.023325Z,,2025-01-11T01:25:06Z,,,,,,,heartbeat
,2025-01-11T01:25:56.002768Z,,2025-01-11T01:25:11Z,,,,,,,heartbeat
,2025-01-11T01:25:56.006390Z,,2025-01-11T01:25:16Z,,,,,,,heartbeat
,2025-01-11T01:25:56.008548Z,,2025-01-11T01:25:21Z,,,,,,,heartbeat
,2025-01-11T01:25:56.010745Z,,2025-01-11T01:25:26Z,,,,,,,heartbeat
,2025-01-11T01:25:56.012762Z,,2025-01-11T01:25:31Z,,,,,,,heartbeat
,2025-01-11T01:25:56.014700Z,,2025-01-11T01:25:35Z,,,,,,,heartbeat
,2025-01-11T01:25:56.015956Z,,2025-01-11T01:25:41Z,,,,,,,heartbeat
,2025-01-11T01:25:56.017638Z,,2025-01-11T01:25:46Z,,,,,,,heartbeat
,2025-01-11T01:25:56.018907Z,,2025-01-11T01:25:50Z,,,,,,,heartbeat
,2025-01-11T01:26:46.064321Z,,2025-01-11T01:25:56Z,,,,,,,heartbeat
,2025-01-11T01:26:46.068496Z,,2025-01-11T01:26:00Z,,,,,,,heartbeat
,2025-01-11T01:26:46.070728Z,,2025-01-11T01:26:06Z,,,,,,,heartbeat
,2025-01-11T01:26:46.073042Z,,2025-01-11T01:26:11Z,,,,,,,heartbeat
,2025-01-11T01:26:46.074953Z,,2025-01-11T01:26:16Z,,,,,,,heartbeat
,2025-01-11T01:26:46.076752Z,,2025-01-11T01:26:21Z,,,,,,,heartbeat
,2025-01-11T01:26:46.077961Z,,2025-01-11T01:26:26Z,,,,,,,heartbeat
,2025-01-11T01:26:46.079482Z,,2025-01-11T01:26:31Z,,,,,,,heartbeat
,2025-01-11T01:26:46.081259Z,,2025-01-11T01:26:36Z,,,,,,,heartbeat
,2025-01-11T01:26:46.082598Z,,2025-01-11T01:26:41Z,,,,,,,heartbeat
,2025-01-11T01:27:31.118778Z,,2025-01-11T01:26:46Z,,,,,,,heartbeat
,2025-01-11T01:27:31.122488Z,,2025-01-11T01:26:51Z,,,,,,,heartbeat
,2025-01-11T01:27:31.124745Z,,2025-01-11T01:26:56Z,,,,,,,heartbeat
,2025-01-11T01:27:31.126803Z,,2025-01-11T01:27:01Z,,,,,,,heartbeat
,2025-01-11T01:27:31.128634Z,,2025-01-11T01:27:06Z,,,,,,,heartbeat
,2025-01-11T01:27:31.130083Z,,2025-01-11T01:27:11Z,,,,,,,heartbeat
,2025-01-11T01:27:31.131637Z,,2025-01-11T01:27:16Z,,,,,,,heartbeat
,2025-01-11T01:27:31.133160Z,,2025-01-11T01:27:21Z,,,,,,,heartbeat
,2025-01-11T01:27:31.134551Z,,2025-01-11T01:27:26Z,,,,,,,heartbeat
,2025-01-11T01:28:21.090838Z,,2025-01-11T01:27:31Z,,,,,,,heartbeat
,2025-01-11T01:28:21.094432Z,,2025-01-11T01:27:36Z,,,,,,,heartbeat
,2025-01-11T01:28:21.096589Z,,2025-01-11T01:27:41Z,,,,,,,heartbeat
,2025-01-11T01:28:21.098998Z,,2025-01-11T01:27:46Z,,,,,,,heartbeat
,2025-01-11T01:28:21.100934Z,,2025-01-11T01:27:51Z,,,,,,,heartbeat
,2025-01-11T01:28:21.103131Z,,2025-01-11T01:27:56Z,,,,,,,heartbeat
,2025-01-11T01:28:21.104703Z,,2025-01-11T01:28:01Z,,,,,,,heartbeat
,2025-01-11T01:28:21.106612Z,,2025-01-11T01:28:06Z,,,,,,,heartbeat
,2025-01-11T01:28:21.108046Z,,2025-01-11T01:28:11Z,,,,,,,heartbeat
,2025-01-11T01:28:21.109384Z,,2025-01-11T01:28:15Z,,,,,,,heartbeat
,2025-01-11T01:29:06.044927Z,,2025-01-11T01:28:21Z,,,,,,,heartbeat
,2025-01-11T01:29:06.048557Z,,2025-01-11T01:28:25Z,,,,,,,heartbeat
,2025-01-11T01:29:06.050915Z,,2025-01-11T01:28:31Z,,,,,,,heartbeat
,2025-01-11T01:29:06.053280Z,,2025-01-11T01:28:35Z,,,,,,,heartbeat
,2025-01-11T01:29:06.056512Z,,2025-01-11T01:28:40Z,,,,,,,heartbeat
,2025-01-11T01:29:06.058375Z,,2025-01-11T01:28:46Z,,,,,,,heartbeat
,2025-01-11T01:29:06.059962Z,,2025-01-11T01:28:50Z,,,,,,,heartbeat
,2025-01-11T01:29:06.061325Z,,2025-01-11T01:28:55Z,,,,,,,heartbeat
,2025-01-11T01:29:06.062299Z,,2025-01-11T01:29:01Z,,,,,,,heartbeat
,2025-01-11T01:29:56.118873Z,,2025-01-11T01:29:05Z,,,,,,,heartbeat
,2025-01-11T01:29:56.122612Z,,2025-01-11T01:29:10Z,,,,,,,heartbeat
,2025-01-11T01:29:56.124900Z,,2025-01-11T01:29:16Z,,,,,,,heartbeat
,2025-01-11T01:29:56.126923Z,,2025-01-11T01:29:20Z,,,,,,,heartbeat
,2025-01-11T01:29:56.128828Z,,2025-01-11T01:29:26Z,,,,,,,heartbeat
,2025-01-11T01:29:56.131182Z,,2025-01-11T01:29:31Z,,,,,,,heartbeat
,2025-01-11T01:29:56.132653Z,,2025-01-11T01:29:36Z,,,,,,,heartbeat
,2025-01-11T01:29:56.134871Z,,2025-01-11T01:29:41Z,,,,,,,heartbeat
,2025-01-11T01:29:56.136459Z,,2025-01-11T01:29:46Z,,,,,,,heartbeat
,2025-01-11T01:29:56.137744Z,,2025-01-11T01:29:50Z,,,,,,,heartbeat
,2025-01-11T01:30:41.008588Z,,2025-01-11T01:29:56Z,,,,,,,heartbeat
,2025-01-11T01:30:41.012220Z,,2025-01-11T01:30:01Z,,,,,,,heartbeat
,2025-01-11T01:30:41.014585Z,,2025-01-11T01:30:06Z,,,,,,,heartbeat
,2025-01-11T01:30:41.016641Z,,2025-01-11T01:30:11Z,,,,,,,heartbeat
,2025-01-11T01:30:41.018361Z,,2025-01-11T01:30:16Z,,,,,,,heartbeat
,2025-01-11T01:30:41.019863Z,,2025-01-11T01:30:21Z,,,,,,,heartbeat
,2025-01-11T01:30:41.021299Z,,2025-01-11T01:30:26Z,,,,,,,heartbeat
,2025-01-11T01:30:41.022799Z,,2025-01-11T01:30:31Z,,,,,,,heartbeat
,2025-01-11T01:30:41.024300Z,,2025-01-11T01:30:36Z,,,,,,,heartbeat
,2025-01-11T01:31:31.008633Z,,2025-01-11T01:30:41Z,,,,,,,heartbeat
,2025-01-11T01:31:31.014042Z,,2025-01-11T01:30:46Z,,,,,,,heartbeat
,2025-01-11T01:31:31.016613Z,,2025-01-11T01:30:51Z,,,,,,,heartbeat
,2025-01-11T01:31:31.018620Z,,2025-01-11T01:30:56Z,,,,,,,heartbeat
,2025-01-11T01:31:31.019877Z,,2025-01-11T01:31:01Z,,,,,,,heartbeat
,2025-01-11T01:31:31.021228Z,,2025-01-11T01:31:06Z,,,,,,,heartbeat
,2025-01-11T01:31:31.022827Z,,2025-01-11T01:31:11Z,,,,,,,heartbeat
,2025-01-11T01:31:31.023933Z,,2025-01-11T01:31:16Z,,,,,,,heartbeat
,2025-01-11T01:31:31.025551Z,,2025-01-11T01:31:21Z,,,,,,,heartbeat
,2025-01-11T01:31:31.027117Z,,2025-01-11T01:31:26Z,,,,,,,heartbeat
,2025-01-11T01:32:16.004535Z,,2025-01-11T01:31:31Z,,,,,,,heartbeat
,2025-01-11T01:32:16.008239Z,,2025-01-11T01:31:36Z,,,,,,,heartbeat
,2025-01-11T01:32:16.010357Z,,2025-01-11T01:31:41Z,,,,,,,heartbeat
,2025-01-11T01:32:16.012344Z,,2025-01-11T01:31:46Z,,,,,,,heartbeat
,2025-01-11T01:32:16.014201Z,,2025-01-11T01:31:51Z,,,,,,,heartbeat
,2025-01-11T01:32:16.015904Z,,2025-01-11T01:31:55Z,,,,,,,heartbeat
,2025-01-11T01:32:16.017518Z,,2025-01-11T01:32:01Z,,,,,,,heartbeat
,2025-01-11T01:32:16.019179Z,,2025-01-11T01:32:05Z,,,,,,,heartbeat
,2025-01-11T01:32:16.021005Z,,2025-01-11T01:32:11Z,,,,,,,heartbeat
,2025-01-11T01:33:06.073354Z,,2025-01-11T01:32:16Z,,,,,,,heartbeat
,2025-01-11T01:33:06.076943Z,,2025-01-11T01:32:21Z,,,,,,,heartbeat
,2025-01-11T01:33:06.079147Z,,2025-01-11T01:32:25Z,,,,,,,heartbeat
,2025-01-11T01:33:06.081466Z,,2025-01-11T01:32:31Z,,,,,,,heartbeat
,2025-01-11T01:33:06.083367Z,,2025-01-11T01:32:35Z,,,,,,,heartbeat
,2025-01-11T01:33:06.084826Z,,2025-01-11T01:32:41Z,,,,,,,heartbeat
,2025-01-11T01:33:06.086283Z,,2025-01-11T01:32:46Z,,,,,,,heartbeat
