symbol,received_time,trade_time,server_time,last,bid,ask,bid_size,ask_size,volume,type
AAPL,2025-01-10T19:52:37.013589Z,2025-01-10T19:52:34Z,,236.28,236.28,236.29,200,,37009087,quote
AAPL,2025-01-10T19:52:37.015023Z,2025-01-10T19:52:35Z,,236.2851,236.29,236.3,100,,37011387,quote
AAPL,2025-01-10T19:52:40.020512Z,2025-01-10T19:52:36Z,,236.3066,236.3,236.32,,700,37012828,quote
AAPL,2025-01-10T19:52:40.023725Z,2025-01-10T19:52:37Z,,236.3481,236.33,236.35,,,37013285,quote
AAPL,2025-01-10T19:52:40.024944Z,,,,236.34,236.36,,,37013328,quote
AAPL,2025-01-10T19:52:43.076607Z,2025-01-10T19:52:39Z,,236.35,236.35,236.37,300,,37013768,quote
AAPL,2025-01-10T19:52:43.080127Z,2025-01-10T19:52:40Z,,236.37,,236.38,,,37014541,quote
AAPL,2025-01-10T19:52:43.081140Z,,,,,,,,37014573,quote
AAPL,2025-01-10T19:52:46.047532Z,2025-01-10T19:52:42Z,,236.3536,,,,,37015031,quote
AAPL,2025-01-10T19:52:46.051792Z,2025-01-10T19:52:43Z,,236.35,1400,236.37,1400,,37016497,quote
AAPL,2025-01-10T19:52:46.053172Z,2025-01-10T19:52:44Z,,236.335,236.33,236.34,100,100,37019387,quote
AAPL,2025-01-10T19:52:48.015915Z,2025-01-10T19:52:45Z,,236.37,236.35,236.38,700,200,37019957,quote
AAPL,2025-01-10T19:52:48.018285Z,2025-01-10T19:52:46Z,,236.38,236.36,236.39,200,700,37020577,quote
AAPL,2025-01-10T19:52:50.015243Z,2025-01-10T19:52:47Z,,,236.37,236.4,100,,37021119,quote
AAPL,2025-01-10T19:52:50.017365Z,2025-01-10T19:52:48Z,,236.385,200,,200,,37021800,quote
AAPL,2025-01-10T19:52:52.015964Z,2025-01-10T19:52:49Z,,236.36,236.35,236.37,700,100,37023092,quote
AAPL,2025-01-10T19:52:52.020424Z,2025-01-10T19:52:50Z,,236.385,236.37,236.4,300,200,37023663,quote
AAPL,2025-01-10T19:52:55.015957Z,2025-01-10T19:52:51Z,,236.4,236.38,236.41,100,700,37023806,quote
AAPL,2025-01-10T19:52:55.018867Z,2025-01-10T19:52:52Z,,236.41,236.4,236.44,400,,37024188,quote
AAPL,2025-01-10T19:52:55.019651Z,,,,600,236.43,600,,37024306,quote
AAPL,2025-01-10T19:52:58.014928Z,2025-01-10T19:52:54Z,,236.46,236.45,236.47,200,,37028291,quote
AAPL,2025-01-10T19:52:58.019890Z,,,,,,,,37028296,quote
AAPL,2025-01-10T19:52:58.023361Z,2025-01-10T19:52:56Z,,236.47,,,,,37028773,quote
AAPL,2025-01-10T19:53:00.019584Z,2025-01-10T19:52:57Z,,236.44,236.43,236.45,,,37029662,quote
AAPL,2025-01-10T19:53:00.020646Z,2025-01-10T19:52:58Z,,236.435,236.44,236.46,100,200,37030974,quote
AAPL,2025-01-10T19:53:03.014847Z,2025-01-10T19:52:59Z,,236.46,700,236.47,700,700,37031858,quote
AAPL,2025-01-10T19:53:03.017381Z,,,,,,,,37031971,quote
AAPL,2025-01-10T19:53:03.019684Z,2025-01-10T19:53:01Z,,236.45,600,236.46,600,,37032411,quote
AAPL,2025-01-10T19:53:05.016602Z,2025-01-10T19:53:02Z,,236.455,200,236.47,200,400,37033669,quote
AAPL,2025-01-10T19:53:05.021957Z,2025-01-10T19:53:03Z,,236.4456,236.43,700,700,700,37033814,quote
AAPL,2025-01-10T19:53:08.061312Z,2025-01-10T19:53:04Z,,236.425,236.41,236.44,300,,37034587,quote
AAPL,2025-01-10T19:53:08.063233Z,2025-01-10T19:53:05Z,,236.41,400,,400,,37034813,quote
AAPL,2025-01-10T19:53:08.064604Z,2025-01-10T19:53:06Z,,236.44,236.42,236.47,700,,37037649,quote
AAPL,2025-01-10T19:53:11.133514Z,2025-01-10T19:53:07Z,,236.425,236.44,236.46,100,,37037752,quote
AAPL,2025-01-10T19:53:11.136362Z,2025-01-10T19:53:08Z,,236.44,236.42,236.45,,,37038065,quote
AAPL,2025-01-10T19:53:11.138272Z,,,,,,,,37038126,quote
AAPL,2025-01-10T19:53:14.014672Z,2025-01-10T19:53:10Z,,236.435,,,,,37038522,quote
AAPL,2025-01-10T19:53:14.017234Z,2025-01-10T19:53:11Z,,236.4,236.4,236.44,200,,37039654,quote
AAPL,2025-01-10T19:53:14.018671Z,,,,100,,100,,37039758,quote
AAPL,2025-01-10T19:53:17.066058Z,2025-01-10T19:53:13Z,,,,236.43,,,37042554,quote
AAPL,2025-01-10T19:53:17.067886Z,,,,236.39,,500,,37042639,quote
AAPL,2025-01-10T19:53:17.069394Z,2025-01-10T19:53:15Z,,236.43,236.41,236.44,300,,37043154,quote
AAPL,2025-01-10T19:53:20.014201Z,2025-01-10T19:53:16Z,,236.4101,800,200,800,200,37043336,quote
AAPL,2025-01-10T19:53:20.016202Z,2025-01-10T19:53:17Z,,236.425,,700,,700,37044235,quote
AAPL,2025-01-10T19:53:20.018820Z,,,236.41,236.39,236.43,400,,37045402,quote
AAPL,2025-01-10T19:53:22.016669Z,2025-01-10T19:53:19Z,,,700,,700,,37045779,quote
AAPL,2025-01-10T19:53:22.020577Z,2025-01-10T19:53:20Z,,236.405,,,,,37046639,quote
AAPL,2025-01-10T19:53:25.020510Z,2025-01-10T19:53:21Z,,236.43,236.42,236.45,,100,37047185,quote
AAPL,2025-01-10T19:53:25.023813Z,,,,800,,800,,37047282,quote
AAPL,2025-01-10T19:53:25.025863Z,2025-01-10T19:53:23Z,,236.42,400,700,400,700,37047728,quote
AAPL,2025-01-10T19:53:29.019907Z,2025-01-10T19:53:24Z,,236.435,500,200,500,200,37048051,quote
AAPL,2025-01-10T19:53:29.023711Z,,,,700,,700,,37048131,quote
AAPL,2025-01-10T19:53:29.026722Z,,,,,,,,37048185,quote
AAPL,2025-01-10T19:53:29.029535Z,2025-01-10T19:53:27Z,,236.455,236.43,236.46,,700,37048924,quote
AAPL,2025-01-10T19:53:31.021330Z,2025-01-10T19:53:28Z,,236.43,236.42,236.43,100,300,37049953,quote
AAPL,2025-01-10T19:53:31.026403Z,2025-01-10T19:53:29Z,,236.385,236.37,236.4,700,100,37050824,quote
AAPL,2025-01-10T19:53:33.020766Z,2025-01-10T19:53:30Z,,236.37,236.35,236.36,200,,37051422,quote
AAPL,2025-01-10T19:53:33.024425Z,2025-01-10T19:53:31Z,,236.359,,,,,37054232,quote
AAPL,2025-01-10T19:53:36.019584Z,2025-01-10T19:53:32Z,,236.34,236.34,700,100,700,37057828,quote
AAPL,2025-01-10T19:53:36.022743Z,2025-01-10T19:53:33Z,,236.3202,236.32,236.34,,300,37058626,quote
AAPL,2025-01-10T19:53:36.024530Z,,,,,400,,400,37058640,quote
AAPL,2025-01-10T19:53:39.089952Z,2025-01-10T19:53:35Z,,236.32,236.3,236.33,700,300,37059425,quote
AAPL,2025-01-10T19:53:39.093508Z,2025-01-10T19:53:36Z,,236.3,,200,,200,37059530,quote
AAPL,2025-01-10T19:53:39.095764Z,,,,236.31,100,,100,37059560,quote
AAPL,2025-01-10T19:53:42.020500Z,,,,236.33,236.34,200,,37059715,quote
AAPL,2025-01-10T19:53:42.025988Z,2025-01-10T19:53:39Z,,236.33,,,,,37061958,quote
AAPL,2025-01-10T19:53:42.029628Z,2025-01-10T19:53:40Z,,236.335,500,,500,,37062375,quote
AAPL,2025-01-10T19:53:44.019445Z,2025-01-10T19:53:41Z,,236.3582,236.34,236.36,200,300,37063879,quote
AAPL,2025-01-10T19:53:44.022183Z,2025-01-10T19:53:42Z,,236.33,236.33,236.35,300,200,37064441,quote
AAPL,2025-01-10T19:53:46.019586Z,2025-01-10T19:53:43Z,,,236.29,236.34,100,400,37064854,quote
AAPL,2025-01-10T19:53:46.023554Z,2025-01-10T19:53:44Z,,236.3162,700,200,700,200,37065564,quote
AAPL,2025-01-10T19:53:51.070253Z,2025-01-10T19:53:45Z,,236.3286,,236.33,,100,37068030,quote
AAPL,2025-01-10T19:53:51.073265Z,,,,,,,,37068033,quote
AAPL,2025-01-10T19:53:51.075040Z,,,,,236.32,,300,37068187,quote
AAPL,2025-01-10T19:53:51.076023Z,,,,,400,,400,37068191,quote
AAPL,2025-01-10T19:53:51.077966Z,2025-01-10T19:53:49Z,,236.3136,,,,,37068371,quote
AAPL,2025-01-10T19:53:54.018592Z,2025-01-10T19:53:50Z,,236.305,,300,,300,37068687,quote
AAPL,2025-01-10T19:53:54.021888Z,,,236.307,,,,,37068996,quote
AAPL,2025-01-10T19:53:54.023703Z,2025-01-10T19:53:52Z,,236.3199,236.3,200,200,200,37071238,quote
AAPL,2025-01-10T19:53:57.018466Z,2025-01-10T19:53:53Z,,236.32,236.32,236.35,800,700,37071889,quote
AAPL,2025-01-10T19:53:57.021911Z,,,,,,,,37071904,quote
AAPL,2025-01-10T19:53:57.023863Z,2025-01-10T19:53:55Z,,236.37,236.33,236.37,700,,37074166,quote
AAPL,2025-01-10T19:54:01.105088Z,,,,200,236.36,200,100,37074361,quote
AAPL,2025-01-10T19:54:01.107404Z,,,,,700,,700,37074412,quote
AAPL,2025-01-10T19:54:01.109163Z,,,,1300,100,1300,100,37074446,quote
AAPL,2025-01-10T19:54:01.111346Z,2025-01-10T19:53:59Z,,236.345,236.35,200,100,200,37074595,quote
AAPL,2025-01-10T19:54:04.076872Z,2025-01-10T19:54:00Z,,236.35,236.33,700,1300,700,37074856,quote
AAPL,2025-01-10T19:54:04.080177Z,2025-01-10T19:54:01Z,,236.345,,300,,300,37075342,quote
AAPL,2025-01-10T19:54:04.081392Z,2025-01-10T19:54:02Z,,,,700,,700,37076175,quote
AAPL,2025-01-10T19:54:08.069383Z,2025-01-10T19:54:03Z,,236.34,,236.35,,500,37077504,quote
AAPL,2025-01-10T19:54:08.073302Z,2025-01-10T19:54:04Z,,236.33,1200,700,1200,700,37078032,quote
AAPL,2025-01-10T19:54:08.075134Z,,,,,100,,100,37078231,quote
AAPL,2025-01-10T19:54:08.076831Z,,,,,,,,37078247,quote
AAPL,2025-01-10T19:54:11.015671Z,2025-01-10T19:54:07Z,,236.36,236.35,236.39,500,700,37079275,quote
AAPL,2025-01-10T19:54:11.021406Z,2025-01-10T19:54:08Z,,236.37,400,,400,,37079875,quote
AAPL,2025-01-10T19:54:11.024280Z,,,,500,,500,,37079942,quote
AAPL,2025-01-10T19:54:13.086840Z,2025-01-10T19:54:09Z,,236.35,,,,,37080068,quote
AAPL,2025-01-10T19:54:13.090322Z,2025-01-10T19:54:11Z,,236.365,400,236.38,400,,37080323,quote
AAPL,2025-01-10T19:54:15.137580Z,2025-01-10T19:54:12Z,,236.3899,600,236.39,600,,37080695,quote
AAPL,2025-01-10T19:54:15.141814Z,2025-01-10T19:54:13Z,,236.35,1300,236.38,1300,,37080826,quote
AAPL,2025-01-10T19:54:18.106712Z,2025-01-10T19:54:14Z,,236.365,,,,,37081253,quote
AAPL,2025-01-10T19:54:18.110306Z,2025-01-10T19:54:15Z,,236.3501,,,,,37088174,quote
AAPL,2025-01-10T19:54:18.112487Z,,,,1200,,1200,,37088201,quote
AAPL,2025-01-10T19:54:21.015753Z,2025-01-10T19:54:17Z,,236.36,,236.37,,,37088788,quote
AAPL,2025-01-10T19:54:21.020199Z,2025-01-10T19:54:18Z,,236.39,236.38,236.4,100,100,37090330,quote
AAPL,2025-01-10T19:54:21.023853Z,2025-01-10T19:54:19Z,,,700,236.42,700,200,37090694,quote
AAPL,2025-01-10T19:54:24.014985Z,,,,500,236.41,500,700,37090893,quote
AAPL,2025-01-10T19:54:24.019072Z,2025-01-10T19:54:21Z,,236.395,,,,,37091435,quote
AAPL,2025-01-10T19:54:24.022499Z,2025-01-10T19:54:22Z,,,600,,600,,37091872,quote
AAPL,2025-01-10T19:54:28.016364Z,2025-01-10T19:54:23Z,,236.4099,,,,,37092194,quote
AAPL,2025-01-10T19:54:28.020738Z,2025-01-10T19:54:24Z,,236.395,,,,,37092597,quote
AAPL,2025-01-10T19:54:28.023163Z,,,,700,,700,,37092726,quote
AAPL,2025-01-10T19:54:28.024885Z,,,,800,300,800,300,37092773,quote
AAPL,2025-01-10T19:54:31.014517Z,2025-01-10T19:54:27Z,,236.38,236.39,,100,,37092875,quote
AAPL,2025-01-10T19:54:31.017738Z,2025-01-10T19:54:28Z,,236.43,236.41,236.43,1400,,37096156,quote
AAPL,2025-01-10T19:54:31.020085Z,2025-01-10T19:54:29Z,,,,,,,37098469,quote
AAPL,2025-01-10T19:54:33.054526Z,2025-01-10T19:54:30Z,,236.42,,700,,700,37099230,quote
AAPL,2025-01-10T19:54:33.057219Z,2025-01-10T19:54:31Z,,236.43,,300,,300,37099573,quote
AAPL,2025-01-10T19:54:37.048315Z,,,236.42,,,,,37100134,quote
AAPL,2025-01-10T19:54:37.051273Z,2025-01-10T19:54:33Z,,236.43,,400,,400,37100966,quote
AAPL,2025-01-10T19:54:37.053861Z,2025-01-10T19:54:34Z,,,,700,,700,37102004,quote
AAPL,2025-01-10T19:54:37.056086Z,,,,,,,,37102020,quote
AAPL,2025-01-10T19:54:40.015190Z,2025-01-10T19:54:35Z,,236.41,236.4,236.42,100,,37103725,quote
AAPL,2025-01-10T19:54:40.017667Z,,,,,,,,37103877,quote
AAPL,2025-01-10T19:54:40.019450Z,2025-01-10T19:54:38Z,,,400,,400,,37104032,quote
AAPL,2025-01-10T19:54:45.016650Z,2025-01-10T19:54:39Z,,236.4,,,,,37104738,quote
AAPL,2025-01-10T19:54:45.021845Z,,,,,,,,37104773,quote
AAPL,2025-01-10T19:54:45.024072Z,2025-01-10T19:54:41Z,,236.41,,,,,37105342,quote
AAPL,2025-01-10T19:54:45.025898Z,,,,,300,,300,37105717,quote
AAPL,2025-01-10T19:54:45.039251Z,,,,,200,,200,,quote
AAPL,2025-01-10T19:54:48.079701Z,2025-01-10T19:54:44Z,,236.4018,,400,,400,37106234,quote
AAPL,2025-01-10T19:54:48.083651Z,2025-01-10T19:54:45Z,,236.4,,236.41,,200,37106466,quote
AAPL,2025-01-10T19:54:48.085968Z,2025-01-10T19:54:46Z,,236.4001,300,236.42,300,500,37108315,quote
AAPL,2025-01-10T19:54:51.076909Z,2025-01-10T19:54:47Z,,236.41,,,,,37108598,quote
AAPL,2025-01-10T19:54:51.080152Z,,,,700,,700,,37108801,quote
AAPL,2025-01-10T19:54:51.082010Z,2025-01-10T19:54:49Z,,236.42,236.42,236.43,1000,400,37109551,quote
AAPL,2025-01-10T19:54:53.125931Z,2025-01-10T19:54:50Z,,236.43,1200,700,1200,700,37112198,quote
AAPL,2025-01-10T19:54:53.130620Z,2025-01-10T19:54:51Z,,236.425,1400,300,1400,300,37112908,quote
AAPL,2025-01-10T19:54:56.017189Z,2025-01-10T19:54:52Z,,236.43,,,,,37113607,quote
AAPL,2025-01-10T19:54:56.020203Z,2025-01-10T19:54:53Z,,236.4246,1200,700,1200,700,37114263,quote
AAPL,2025-01-10T19:54:56.022226Z,,,,1300,200,1300,200,37114406,quote
AAPL,2025-01-10T19:54:58.043130Z,2025-01-10T19:54:55Z,,236.4275,1400,300,1400,300,37114533,quote
AAPL,2025-01-10T19:54:58.046410Z,2025-01-10T19:54:56Z,,236.415,236.41,700,500,700,37116925,quote
AAPL,2025-01-10T19:55:01.016985Z,,,,600,300,600,300,37117114,quote
AAPL,2025-01-10T19:55:01.019800Z,2025-01-10T19:54:58Z,,236.42,236.42,,100,,37117262,quote
AAPL,2025-01-10T19:55:01.021822Z,2025-01-10T19:54:59Z,,236.43,300,400,300,400,37119150,quote
AAPL,2025-01-10T19:55:03.058762Z,2025-01-10T19:55:00Z,,236.4,236.39,236.42,200,200,37120865,quote
AAPL,2025-01-10T19:55:03.064031Z,2025-01-10T19:55:01Z,,236.42,236.4,236.43,400,700,37121749,quote
AAPL,2025-01-10T19:55:07.051577Z,2025-01-10T19:55:02Z,,236.415,700,400,700,400,37122014,quote
AAPL,2025-01-10T19:55:07.055652Z,2025-01-10T19:55:03Z,,236.4123,400,236.42,400,700,37122625,quote
AAPL,2025-01-10T19:55:07.056971Z,,,,,200,,200,37122809,quote
AAPL,2025-01-10T19:55:07.058006Z,,,,,,,,37122814,quote
AAPL,2025-01-10T19:55:09.017843Z,2025-01-10T19:55:06Z,,236.4,,700,,700,37123423,quote
AAPL,2025-01-10T19:55:09.021379Z,2025-01-10T19:55:07Z,,150,236.38,236.4,200,100,37125106,quote
AAPL,2025-01-10T19:55:12.016881Z,2025-01-10T19:55:08Z,,236.390189,400,236.39,400,,37125553,quote
AAPL,2025-01-10T19:55:12.019571Z,2025-01-10T19:55:09Z,,236.395,,236.41,,700,37125806,quote
AAPL,2025-01-10T19:55:12.022151Z,2025-01-10T19:55:10Z,,236.39,200,236.4,200,100,37125934,quote
AAPL,2025-01-10T19:55:15.042259Z,,,,,700,,700,37126540,quote
AAPL,2025-01-10T19:55:15.045760Z,2025-01-10T19:55:12Z,,236.38,236.36,236.38,700,100,37128824,quote
AAPL,2025-01-10T19:55:15.049745Z,2025-01-10T19:55:13Z,,236.375,400,,400,,37129116,quote
AAPL,2025-01-10T19:55:20.056203Z,,,,,200,,200,37129445,quote
AAPL,2025-01-10T19:55:20.057997Z,,,,,700,,700,37129569,quote
AAPL,2025-01-10T19:55:20.059363Z,,,,,200,,200,37129635,quote
AAPL,2025-01-10T19:55:20.060957Z,2025-01-10T19:55:17Z,,236.36,300,700,300,700,37130148,quote
AAPL,2025-01-10T19:55:20.062131Z,2025-01-10T19:55:18Z,,,,100,,100,37130328,quote
AAPL,2025-01-10T19:55:22.017115Z,2025-01-10T19:55:19Z,,236.38,236.38,236.4,100,200,37130688,quote
AAPL,2025-01-10T19:55:22.018495Z,2025-01-10T19:55:20Z,,236.388,,,,,37131032,quote
AAPL,2025-01-10T19:55:24.014721Z,2025-01-10T19:55:21Z,,236.39,700,,700,,37131271,quote
AAPL,2025-01-10T19:55:24.016709Z,2025-01-10T19:55:22Z,,236.4,236.4,236.42,200,3100,37132233,quote
AAPL,2025-01-10T19:55:27.017751Z,2025-01-10T19:55:23Z,,236.41,,,,,37132438,quote
AAPL,2025-01-10T19:55:27.021708Z,2025-01-10T19:55:24Z,,236.425,236.41,236.43,300,400,37135200,quote
AAPL,2025-01-10T19:55:27.023098Z,2025-01-10T19:55:25Z,,236.42,200,,200,,37137545,quote
AAPL,2025-01-10T19:55:31.019124Z,2025-01-10T19:55:26Z,,236.43,236.42,200,100,200,37145016,quote
AAPL,2025-01-10T19:55:31.021580Z,,,236.42,1600,400,1600,400,37145283,quote
AAPL,2025-01-10T19:55:31.022436Z,2025-01-10T19:55:28Z,,200,900,,900,,37145567,quote
AAPL,2025-01-10T19:55:31.023307Z,,,,,,,,37145576,quote
AAPL,2025-01-10T19:55:33.066286Z,2025-01-10T19:55:30Z,,236.39,236.38,236.39,100,100,37147757,quote
AAPL,2025-01-10T19:55:33.069018Z,,,,,,,,37147862,quote
AAPL,2025-01-10T19:55:36.027796Z,2025-01-10T19:55:32Z,,236.385,300,200,300,200,37148341,quote
AAPL,2025-01-10T19:55:36.030651Z,2025-01-10T19:55:33Z,,236.3838,,,,,37148884,quote
AAPL,2025-01-10T19:55:36.031762Z,,,236.385,,,,,37149174,quote
AAPL,2025-01-10T19:55:39.021347Z,2025-01-10T19:55:35Z,,236.42,400,236.42,400,700,37151143,quote
AAPL,2025-01-10T19:55:39.024472Z,,,,236.41,236.43,200,400,37151301,quote
AAPL,2025-01-10T19:55:39.026295Z,2025-01-10T19:55:37Z,,236.43,100,,100,,37151575,quote
AAPL,2025-01-10T19:55:42.022805Z,,,236.41,900,,900,,37151695,quote
AAPL,2025-01-10T19:55:42.024808Z,2025-01-10T19:55:39Z,,236.42,800,300,800,300,37152787,quote
AAPL,2025-01-10T19:55:42.026141Z,2025-01-10T19:55:40Z,,236.41,236.4,236.41,100,700,37154199,quote
AAPL,2025-01-10T19:55:46.075456Z,,,,,100,,100,37154243,quote
AAPL,2025-01-10T19:55:46.078851Z,,,,,,,,37154591,quote
AAPL,2025-01-10T19:55:46.079457Z,2025-01-10T19:55:43Z,,,236.39,,200,,37154815,quote
AAPL,2025-01-10T19:55:46.080276Z,2025-01-10T19:55:44Z,,,236.4,236.43,700,700,37155683,quote
AAPL,2025-01-10T19:55:48.025134Z,,,236.415,236.41,300,200,300,37155992,quote
AAPL,2025-01-10T19:55:48.031103Z,2025-01-10T19:55:46Z,,236.4244,100,,100,,37156654,quote
AAPL,2025-01-10T19:55:54.024986Z,2025-01-10T19:55:47Z,,236.425,236.4,800,300,800,37159838,quote
AAPL,2025-01-10T19:55:54.028546Z,,,,236.39,236.41,400,100,37160017,quote
AAPL,2025-01-10T19:55:54.029941Z,,,,236.4,236.42,200,700,37160079,quote
AAPL,2025-01-10T19:55:54.030768Z,,,,900,,900,,37160117,quote
AAPL,2025-01-10T19:55:54.031517Z,,,,,,,,37160179,quote
AAPL,2025-01-10T19:55:54.032247Z,2025-01-10T19:55:52Z,,236.41,500,,500,,37161295,quote
AAPL,2025-01-10T19:55:58.056502Z,2025-01-10T19:55:53Z,,,,,,,37161888,quote
AAPL,2025-01-10T19:55:58.058234Z,,,,1000,300,1000,300,37161945,quote
AAPL,2025-01-10T19:55:58.059343Z,2025-01-10T19:55:55Z,,236.405,900,236.41,900,100,37162722,quote
AAPL,2025-01-10T19:55:58.060077Z,,,,500,500,500,500,37162869,quote
AAPL,2025-01-10T19:56:01.037322Z,,,,,400,,400,37163003,quote
AAPL,2025-01-10T19:56:01.039348Z,2025-01-10T19:55:58Z,,236.41,,236.42,,700,37163619,quote
AAPL,2025-01-10T19:56:01.039947Z,2025-01-10T19:55:59Z,,236.4007,,,,,37164091,quote
AAPL,2025-01-10T19:56:03.025616Z,2025-01-10T19:56:00Z,,236.4029,,,,,37164543,quote
AAPL,2025-01-10T19:56:03.027647Z,2025-01-10T19:56:01Z,,236.42,600,,600,,37166983,quote
AAPL,2025-01-10T19:56:06.148275Z,2025-01-10T19:56:02Z,,236.4178,700,100,700,100,37168039,quote
AAPL,2025-01-10T19:56:06.151388Z,2025-01-10T19:56:03Z,,236.4,,236.41,,700,37169053,quote
AAPL,2025-01-10T19:56:06.152630Z,,,,,236.42,,,37169118,quote
AAPL,2025-01-10T19:56:09.027219Z,2025-01-10T19:56:05Z,,236.43,236.41,236.43,1000,,37171841,quote
AAPL,2025-01-10T19:56:09.033300Z,2025-01-10T19:56:06Z,,236.42,,,,,37172060,quote
AAPL,2025-01-10T19:56:09.034724Z,2025-01-10T19:56:07Z,,236.41,236.4,236.42,1300,,37172922,quote
AAPL,2025-01-10T19:56:13.029846Z,,,,,200,,200,37173016,quote
AAPL,2025-01-10T19:56:13.036508Z,,,,,236.43,,700,37173058,quote
AAPL,2025-01-10T19:56:13.040691Z,,,,1400,,1400,,37173081,quote
AAPL,2025-01-10T19:56:13.056079Z,2025-01-10T19:56:11Z,,236.4,1500,200,1500,200,37192335,quote
AAPL,2025-01-10T19:56:17.030576Z,2025-01-10T19:56:12Z,,236.435,236.42,236.45,700,100,37192670,quote
